Ctgy,AUN,school_district,county,total_state_rev,bef,Charter Schools 7140,Tuition for Orphans & Children Placed in Private Homes 7160,School Improvement Grants 7170,Staff and Program Development 7180,Vocational Education 7220,Alternative Education 7230,Driver Education - Student 7240,Migratory Children 7250,Workforce Investment Act 7260,Special Education Funding for School Aged Pupils 7271,Early Intervention 7272,Adult Literacy 7280,Education Assistance Program (Tutoring) 7291,Pre-K Counts 7292,Program Revenues not Listed Previously 7299,Pupil Transportation Subsidy 7311,Nonpublic and Charter School Pupil Transportation Subsidy 7312,Rental & Sinking Fund Payments / Building Reimbursement Subsidy 7320,"Health Services (Medical, Dental, Nurse, Act 25) 7330","State Property Tax Reduction Allocation
7340",Sewage Treatment Operations / Environmental Subsidies 7350,School Safety and Security Grants 7361,Other Safe Schools Grants 7369,Vocational Training of the Unemployed 7400,PA Accountability Grants 7501,Ready to Learn Block Grant 7505,PAsmart Grants 7506,Supplemental Equipment Grants 7509,Revenue for the Support of Public Schools 7598,Other State Revenue not Listed Elsewhere 7599,"Revenue for Milk, Lunch & Breakfast Programs 7600",State Share of Social Security & Medicare Taxes 7810,State Share of Retirement Contributions 7820,Educational Technology 7910,Classrooms for the Future 7920,Other Technology Grants 7990
4,115220001,Infinity CS,Dauphin,"$4,982.00",,,,,,,,,,,,,,,,,,,"$1,156.00","$3,826.00",,,,,,,,,,,,,,,,,
4,115222343,Premier Arts and Science Charter School,Dauphin,"$30,639.30",,,,,,,,,,,,,,,,,,,"$23,454.57","$7,184.73",,,,,,,,,,,,,,,,,
4,115227871,Reach Cyber CS,Dauphin,"$1,427.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,427.00"
4,115223050,Sylvan Heights Science CS,Dauphin,"$25,295.00",,,,,,,,,,,,,,,,,,,,"$3,900.00",,,,,,,"$21,395.00",,,,,,,,,,
4,125236827,Chester Charter Scholars Academy CS,Delaware,"$137,850.07",,,,,,,,,,,,,,,,,,,"$99,858.53","$7,673.54",,,,,,,"$30,318.00",,,,,,,,,,
4,125232950,Chester Community CS,Delaware,"$1,127,482.34",,,,,,,,,,,,,,,,,,,"$720,346.67","$37,000.00",,,"$28,585.67",,,,"$306,550.00","$35,000.00",,,,,,,,,
4,125233517,Vision Academy Charter School,Delaware,"$45,050.54",,,,,,,,,,,,,,,,,,,"$32,538.54",$374.00,,,,,,,,,,,,"$12,138.00",,,,,
4,125230002,Widener Partnership CS,Delaware,"$43,641.12",,,,,,,,,,,,,,,,,,,,"$7,226.12",,,,,,,"$36,415.00",,,,,,,,,,
4,105257512,Erie Rise Leadership Academy Charter School,Erie,"$113,966.00",,,,,,,,,,,,,,,,,,,"$66,104.00","$9,953.00",,,,,,,"$23,143.00",,,,,"$14,766.00",,,,,
4,105250004,Montessori Regional CS,Erie,"$76,505.00",,,,,,,,,,,,,,,,,,,"$43,570.00","$9,213.00",,,,,,,"$23,722.00",,,,,,,,,,
4,105250001,Perseus House CS of Excellence,Erie,"$283,194.00",,,,,,,,,,"$89,019.00",,,,,,,,,"$94,744.00","$9,989.00",,,"$40,000.00",,,,"$47,995.00",,,,"$1,447.00",,,,,,
4,105252920,Robert Benjamin Wiley Community CS,Erie,"$96,417.09",,,,,,,,,,,,,,,,,,,"$55,565.22","$8,020.87",,,,,,,"$32,831.00",,,,,,,,,,
4,111440001,New Day Charter School,Huntingdon,"$29,453.93",,,,,,,,,,,,,,,,,,,"$21,300.93",,,,,,,,"$8,153.00",,,,,,,,,,
4,111315438,Stone Valley Community CS,Huntingdon,"$8,371.88",,,,,,,,,,,,,,,,,,,,"$3,575.88",,,,,,,"$4,796.00",,,,,,,,,,
4,119350001,Fell CS,Lackawanna,"$15,567.00",,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,343.00",,,,,"$3,224.00",,,,,
4,119355028,Howard Gardner Multiple Intelligence CS,Lackawanna,"$12,236.47",,,,,,,,,,,,,,,,,,,,"$4,987.47",,,,,,,"$7,249.00",,,,,,,,,,
4,113362940,La Academia Partnership Charter School,Lancaster,"$51,929.60",,,,,,,,,,,,,,,,,,,"$32,000.00",,,,,,,,"$17,098.80",,,,,"$2,830.80",,,,,
4,121395927,Arts Academy CS,Lehigh,"$34,499.90",,,,,,,,,,,,,,,,,,,"$17,946.80","$7,182.10",,,,,,,"$9,371.00",,,,,,,,,,
4,121399898,Arts Academy Elementary Charter School,Lehigh,"$58,343.63",,,,,,,,,,,,,,,,,,,"$50,858.93","$7,484.70",,,,,,,,,,,,,,,,,
4,121394017,Circle of Seasons Charter School,Lehigh,"$23,149.89",,,,,,,,,,,,,,,,,,,"$17,308.85","$5,841.04",,,,,,,,,,,,,,,,,
4,121398065,Executive Education Academy Charter School,Lehigh,"$189,335.00",,,,,,,,,,,,,,,,,,,"$168,227.00","$21,108.00",,,,,,,,,,,,,,,,,
4,121395526,Innovative Arts Academy CS,Lehigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,175390169,Lincoln Leadership Academy Charter School,Lehigh,"$163,102.30",,,,,,,,,,,,,,,,,,,"$106,936.31","$15,010.99",,,,,,,"$41,155.00",,,,,,,,,,
4,121393330,Roberto Clemente CS,Lehigh,"$130,767.00",,,,,,,,,,,,,,,,,,,"$91,232.00","$10,989.00",,,,,,,"$28,546.00",,,,,,,,,,
4,188392660,Seven Generations Charter School,Lehigh,"$37,705.07",,,,,,,,,,,,,,,,,,,"$18,699.10","$5,752.97",,,,,,,"$13,253.00",,,,,,,,,,
4,118400001,Bear Creek Community CS,Luzerne,"$90,841.28",,,,,,,,,,,,,,,,,,,"$53,663.62","$8,479.66",,,,,,,"$28,698.00",,,,,,,,,,
4,104432830,Keystone Education Center CS,Mercer,"$51,996.29",,,,,,,,,,,,,,,,,,,"$29,769.68","$2,377.61",,,,,,,"$19,849.00",,,,,,,,,,
4,120450003,Evergreen Community CS,Monroe,"$12,049.00",,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,349.00",,,,"$7,700.00",,,,,,
4,126510020,Agora Cyber CS,Montgomery,"$297,616.00",,,,,,,,,,,,,,,,,,,,"$123,783.00",,,,,,,"$173,833.00",,,,,,,,,,
4,123460001,Pennsylvania Virtual CS,Montgomery,"$178,483.22",,,,,,,,,,,,,,,,,,,,"$42,144.22",,,,,,,"$136,339.00",,,,,,,,,,
4,123463370,Souderton CS Collaborative,Montgomery,"$39,735.00",,,,,,,,,,,,,,,,,,,"$27,978.00","$4,216.00",,,,,,,,,,,"$7,541.00",,,,,,
4,120486892,Easton Arts Academy Elementary CS,Northampton,"$72,598.00",,,,,,,,,,,,,,,,,,,"$60,159.00","$12,439.00",,,,,,,,,,,,,,,,,
4,120480002,Lehigh Valley Academy Regional CS,Northampton,"$220,466.00",,,,,,,,,,,,,,,,,,,"$140,564.00","$31,514.00",,,,,,,"$48,388.00",,,,,,,,,,
4,120483170,Lehigh Valley Charter High School for the Arts,Northampton,"$164,056.50",,,,,,,,,,,,,,,,,,,"$119,711.93","$11,065.75",,,,"$11,986.82",,,"$21,292.00",,,,,,,,,,
4,139481451,Lehigh Valley Dual Language Charter School,Northampton,"$65,664.67",,,,,,,,,,,,,,,,,,,"$37,105.91","$8,367.76",,,,,,,"$20,191.00",,,,,,,,,,
4,126514368,ACT Academy Cyber CS,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,126510015,Ad Prima CS,Philadelphia,"$105,831.00",,,,,,,,,,,,,,,,,,,"$65,355.00","$6,000.00",,,,,,,"$34,476.00",,,,,,,,,,
4,126512990,Alliance for Progress CS,Philadelphia,"$117,707.00",,,,,,,,,,,,,,,,,,,"$75,666.00","$8,733.00",,,,,,,"$33,308.00",,,,,,,,,,
4,104510394,Antonia Pantoja Community Charter School,Philadelphia,"$34,344.00",,,,,,,,,,,,,,,,,,,,"$12,675.00",,,,,,,,,,,,"$21,669.00",,,,,
4,181519176,ASPIRA Bilingual Cyber Charter School,Philadelphia,"$5,440.00",,,,,,,,,,,,,,,,,,,,"$5,440.00",,,,,,,,,,,,,,,,,
4,126510010,Belmont Charter School,Philadelphia,"$154,326.33",,,,,,,,,,,,,,,,,,,"$98,460.33","$14,000.00",,,,,,,"$41,866.00",,,,,,,,,,
4,185515523,Boys Latin of Philadelphia CS,Philadelphia,"$193,178.60",,,,,,,,,,,,,,,,,,,"$123,969.92","$13,990.68",,,,,,,"$38,932.00",,,,,"$16,286.00",,,,,
4,126513190,Charter High School for Architecture and Design,Philadelphia,"$165,611.00",,,,,,,,,,,,,,,,,,,"$107,908.00","$9,424.00",,,,,,,"$48,279.00",,,,,,,,,,
4,126513160,Christopher Columbus CS,Philadelphia,"$78,770.00",,,,,,,,,,,,,,,,,,,,"$15,394.00",,,,,,,"$63,376.00",,,,,,,,,,
4,126512840,Community Academy of Philadelphia CS,Philadelphia,"$308,188.00",,,,,,,,,,,,,,,,,,,"$183,895.00","$21,996.00",,,,,,,"$102,297.00",,,,,,,,,,
4,126516724,Deep Roots Charter School,Philadelphia,"$33,000.00",,,,,,,,,,,,,,,,,,,"$28,000.00","$5,000.00",,,,,,,,,,,,,,,,,
4,126510011,Discovery Charter School,Philadelphia,"$69,160.00",,,,,,,,,,,,,,,,,,,,"$13,079.00",,,,,"$56,081.00",,,,,,,,,,,,
4,177518712,Eastern University Academy Charter School,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,126513440,Esperanza Academy Charter School,Philadelphia,"$343,296.00",,,,,,,,,,,,,,,,,,,"$201,775.00","$29,381.00",,,,,,,"$68,208.00",,,,,"$43,932.00",,,,,
4,126511563,Esperanza Cyber CS,Philadelphia,"$15,398.00",,,,,,,,,,,,,,,,,,,,"$5,012.00",,,,,,,"$10,386.00",,,,,,,,,,
4,126513100,Eugenio Maria De Hostos CS,Philadelphia,"$39,722.00",,,,,,,,,,,,,,,,,,,,"$9,082.00",,,,,,,,,,,,"$30,640.00",,,,,
4,100510000,First Philadelphia Preparatory Charter School,Philadelphia,"$375,923.00",,,,,,,,,,,,,,,,,,,"$258,580.00","$37,600.00",,,,,,,"$79,743.00",,,,,,,,,,
4,126510021,Folk Arts-Cultural Treasures CS,Philadelphia,"$51,389.00",,,,,,,,,,,,,,,,,,,,"$9,410.00",,,,,,,"$41,357.00",,,,$622.00,,,,,,
4,147513703,Franklin Towne Charter Elementary School,Philadelphia,"$89,180.00",,,,,,,,,,,,,,,,,,,,"$17,207.00",,,,,,,"$71,973.00",,,,,,,,,,
4,126513450,Franklin Towne CHS,Philadelphia,"$100,243.00",,,,,,,,,,,,,,,,,,,,"$20,246.00",,,,,,,"$79,997.00",,,,,,,,,,
4,126518547,Frederick Douglass Mastery Charter School,Philadelphia,"$84,083.00",,,,,,,,,,,,,,,,,,,,"$18,085.00",,,,,,,"$65,998.00",,,,,,,,,,
4,126513270,Freire CS,Philadelphia,"$228,091.00",,,,,,,,,,,,,,,,,,,"$152,033.00",,,,,,,,"$76,058.00",,,,,,,,,,
4,126513380,Global Leadership Academy CS,Philadelphia,"$69,414.00",,,,,,,,,,,,,,,,,,,,"$12,296.00",,,,,,,"$57,118.00",,,,,,,,,,
4,126518004,Global Leadership Academy CS Southwest at Huey,Philadelphia,"$10,500.00",,,,,,,,,,,,,,,,,,,,"$10,500.00",,,,,,,,,,,,,,,,,
4,126510005,Green Woods CS,Philadelphia,"$38,575.00",,,,,,,,,,,,,,,,,,,,"$8,603.00",,,,,,,"$29,972.00",,,,,,,,,,
4,126512850,Harambee Institute of Science and Technology CS,Philadelphia,"$114,510.00",,,,,,,,,,,,,,,,,,,,"$23,063.00",,,,,,,"$35,220.00",,,,,,,,,,"$56,227.00"
4,126512980,Imhotep Institute CHS,Philadelphia,"$69,550.00",,,,,,,,,,,,,,,,,,,,"$10,181.00",,,,,,,"$59,369.00",,,,,,,,,,
4,126513510,Independence CS,Philadelphia,"$195,763.00",,,,,,,,,,,,,,,,,,,"$115,940.00","$15,000.00",,,,,,,"$64,823.00",,,,,,,,,,
4,126512039,Independence CS West,Philadelphia,"$69,148.00",,,,,,,,,,,,,,,,,,,"$63,959.00","$5,189.00",,,,,,,,,,,,,,,,,
4,126513070,Inquiry Charter School,Philadelphia,"$10,144.00",,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,144.00",,,,,,,,,,
4,133513315,John B Stetson Charter School,Philadelphia,"$41,470.00",,,,,,,,,,,,,,,,,,,,"$17,784.00",,,,,,,,,,,,"$23,686.00",,,,,
4,182514568,Keystone Academy Charter School,Philadelphia,"$148,927.00",,,,,,,,,,,,,,,,,,,"$100,560.00","$12,255.00",,,,,,,"$36,112.00",,,,,,,,,,
4,126510017,Khepera CS,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,126514864,KIPP DuBois Charter School,Philadelphia,"$95,807.00",,,,,,,,,,,,,,,,,,,"$86,273.00","$9,534.00",,,,,,,,,,,,,,,,,
4,126514059,KIPP North Philadelphia CS,Philadelphia,"$24,012.00",,,,,,,,,,,,,,,,,,,"$24,012.00",,,,,,,,,,,,,,,,,,
4,126510013,KIPP Philadelphia Charter School,Philadelphia,"$93,416.00",,,,,,,,,,,,,,,,,,,,"$16,292.00",,,,,,,,,,,"$77,124.00",,,,,,
4,126515492,KIPP West Philadelphia CS,Philadelphia,"$39,940.00",,,,,,,,,,,,,,,,,,,"$36,158.00","$3,782.00",,,,,,,,,,,,,,,,,
4,172510793,KIPP West Philadelphia Preparatory Charter School,Philadelphia,"$86,410.00",,,,,,,,,,,,,,,,,,,"$51,510.00","$6,876.00",,,,,,,,,,,"$28,024.00",,,,,,
4,126513110,Laboratory CS,Philadelphia,"$112,629.00",,,,,,,,,,,,,,,,,,,"$67,148.00","$10,000.00",,,,,,,"$35,481.00",,,,,,,,,,
4,126519476,Lindley Academy CS at Birney,Philadelphia,"$66,271.00",,,,,,,,,,,,,,,,,,,,"$10,000.00",,,,,,,"$56,271.00",,,,,,,,,,
4,126513480,Mariana Bracetti Academy CS,Philadelphia,"$292,175.00",,,,,,,,,,,,,,,,,,,"$166,040.00","$22,010.00",,,,,,,"$104,125.00",,,,,,,,,,
4,126510014,Maritime Academy Charter School,Philadelphia,"$98,111.98",,,,,,,,,,,,,,,,,,,,,,,,,,,"$64,878.00",,,,,"$33,233.98",,,,,
4,126513150,MAST Community CS,Philadelphia,"$328,831.00",,,,,,,,,,,,,,,,,,,"$202,425.00","$25,672.00",,,,,,,"$100,734.00",,,,,,,,,,
4,126513117,MaST Community CS II,Philadelphia,"$97,219.00",,,,,,,,,,,,,,,,,,,"$91,219.00","$6,000.00",,,,,,,,,,,,,,,,,
4,126510002,Mastery CHS-Lenfest Campus,Philadelphia,"$66,660.00",,,,,,,,,,,,,,,,,,,,"$11,906.00",,,,,,,"$43,151.00",,,,"$11,603.00",,,,,,
4,126518118,Mastery CS John Wister Elementary,Philadelphia,"$9,409.00",,,,,,,,,,,,,,,,,,,,"$9,409.00",,,,,,,,,,,,,,,,,
4,126519644,Mastery CS-Cleveland Elementary,Philadelphia,"$100,113.00",,,,,,,,,,,,,,,,,,,,"$14,561.00",,,,,,,"$58,533.00",,,,"$11,256.00","$15,763.00",,,,,
4,126511748,Mastery CS-Clymer Elementary,Philadelphia,"$59,883.00",,,,,,,,,,,,,,,,,,,,"$14,752.00",,,,,,,"$45,131.00",,,,,,,,,,
4,126518795,Mastery CS-Francis D. Pastorius Elementary,Philadelphia,"$29,035.00",,,,,,,,,,,,,,,,,,,,"$15,288.00",,,,,,,,,,,,"$13,747.00",,,,,
4,126513734,Mastery CS-Gratz Campus,Philadelphia,"$166,213.00",,,,,,,,,,,,,,,,,,,,"$32,648.00",,,,,,,"$93,565.00",,,,"$40,000.00",,,,,,
4,126513290,Mastery CS-Hardy Williams,Philadelphia,"$277,353.00",,,,,,,,,,,,,,,,,,,"$171,190.00","$26,711.00",,,,,,,"$79,452.00",,,,,,,,,,
4,126516457,Mastery CS-Harrity Campus,Philadelphia,"$88,082.00",,,,,,,,,,,,,,,,,,,,"$16,456.00",,,,,,,"$71,626.00",,,,,,,,,,
4,126519433,Mastery CS-Mann Campus,Philadelphia,"$61,178.00",,,,,,,,,,,,,,,,,,,,"$14,835.00",,,,,,,"$46,343.00",,,,,,,,,,
4,151514721,Mastery CS-Pickett Campus,Philadelphia,"$216,344.00",,,,,,,,,,,,,,,,,,,"$135,506.00","$19,047.00",,,,,,,"$61,791.00",,,,,,,,,,
4,126510022,Mastery CS-Shoemaker Campus,Philadelphia,"$205,895.00",,,,,,,,,,,,,,,,,,,"$119,524.00","$16,651.00",,,,,,,"$59,787.00",,,,"$9,933.00",,,,,,
4,126517286,Mastery CS-Smedley Campus,Philadelphia,"$114,930.00",,,,,,,,,,,,,,,,,,,,"$17,292.00",,,,,,,"$61,011.00",,,,"$9,821.00","$26,806.00",,,,,
4,126510023,Mastery CS-Thomas Campus,Philadelphia,"$271,497.00",,,,,,,,,,,,,,,,,,,"$166,864.00","$37,594.00",,,,,,,"$52,241.00",,,,"$14,798.00",,,,,,
4,126517643,Mastery Prep Elementary CS,Philadelphia,"$28,453.00",,,,,,,,,,,,,,,,,,,"$25,453.00","$3,000.00",,,,,,,,,,,,,,,,,
4,126513230,Math Civics and Sciences CS,Philadelphia,"$257,096.00",,,,,,,,,,,,,,,,,,,"$145,421.00","$34,123.00",,,,,,,"$77,552.00",,,,,,,,,,
4,126519392,Memphis Street Academy CS @ JP Jones,Philadelphia,"$79,770.00",,,,,,,,,,,,,,,,,,,,"$11,529.00",,,,,,,"$68,241.00",,,,,,,,,,
4,126513000,Multicultural Academy CS,Philadelphia,"$70,994.00",,,,,,,,,,,,,,,,,,,"$46,795.00","$4,497.00",,,,,,,"$19,702.00",,,,,,,,,,
4,126513420,New Foundations CS,Philadelphia,"$336,218.00",,,,,,,,,,,,,,,,,,,"$215,946.00","$34,564.00",,,,,,,"$85,708.00",,,,,,,,,,
4,126510019,Northwood Academy CS,Philadelphia,"$76,712.00",,,,,,,,,,,,,,,,,,,,"$12,000.00",,,,,,,"$64,712.00",,,,,,,,,,
4,126513452,Olney Charter High School,Philadelphia,"$69,763.00",,,,,,,,,,,,,,,,,,,,"$31,335.00",,,,,,,,,,,,"$38,428.00",,,,,
4,173515368,Pan American Academy CS,Philadelphia,"$162,219.00",,,,,,,,,,,,,,,,,,,"$84,301.00","$13,350.00",,,,,,,"$64,568.00",,,,,,,,,,
4,126510004,People for People CS,Philadelphia,"$107,621.00",,,,,,,,,,,,,,,,,,,"$35,853.00","$9,765.00",,,,,,,"$45,506.00",,,,,"$16,497.00",,,,,
4,126513280,Philadelphia Academy CS,Philadelphia,"$285,709.00",,,,,,,,,,,,,,,,,,,"$171,793.00","$25,000.00",,,,,,,"$88,916.00",,,,,,,,,,
4,126510009,Philadelphia Electrical & Tech CHS,Philadelphia,"$161,609.67",,,,,,,,,,,,,,,,,,,"$102,099.67","$11,000.00",,,,,,,"$48,510.00",,,,,,,,,,
4,126510016,Philadelphia Montessori CS,Philadelphia,"$39,161.00",,,,,,,,,,,,,,,,,,,"$21,738.00","$3,023.00",,,,,,,"$14,400.00",,,,,,,,,,
4,126513400,Philadelphia Performing Arts CS,Philadelphia,"$477,635.00",,,,,,,,,,,,,,,,,,,"$351,087.00","$44,700.00",,,,,,,"$81,848.00",,,,,,,,,,
4,126512960,Preparatory CS of Mathematics Science Tech and Careers,Philadelphia,"$160,870.40",,,,,,,,,,,,,,,,,,,"$103,820.96","$10,182.44",,,,,,,"$46,867.00",,,,,,,,,,
4,126510008,Richard Allen Preparatory CS,Philadelphia,"$113,213.00",,,,,,,,,,,,,,,,,,,"$66,593.00",,,,,,,,"$37,422.00",,,,,"$9,198.00",,,,,
4,126510001,Russell Byers CS,Philadelphia,"$124,496.00",,,,,,,,,,,,,,,,,,,"$73,198.00","$10,203.00",,,,,,,"$41,095.00",,,,,,,,,,
4,114514135,Sankofa Freedom Academy Charter School,Philadelphia,"$59,506.00",,,,,,,,,,,,,,,,,,,,"$11,500.00",,,,,,,"$48,006.00",,,,,,,,,,
4,108515107,Southwest Leadership Academy CS,Philadelphia,"$143,785.00",,,,,,,,,,,,,,,,,,,"$97,000.00","$9,548.00",,,,,,,"$37,237.00",,,,,,,,,,
4,192518422,Tacony Academy Charter School,Philadelphia,"$239,903.00",,,,,,,,,,,,,,,,,,,"$158,911.00","$10,454.00",,,,,,,"$70,538.00",,,,,,,,,,
4,126511530,TECH Freire CS,Philadelphia,"$88,702.00",,,,,,,,,,,,,,,,,,,"$81,235.00","$7,467.00",,,,,,,,,,,,,,,,,
4,126515691,The Philadelphia CS for Arts and Sciences at HR Edmunds,Philadelphia,"$92,429.00",,,,,,,,,,,,,,,,,,,,"$17,619.00",,,,,,,"$74,810.00",,,,,,,,,,
4,126512674,Universal Alcorn CS,Philadelphia,"$10,029.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,029.00",,,,,,
4,126519434,Universal Audenried Charter School,Philadelphia,"$364,838.00",,,,,,"$312,992.00",,,,,,,,,,,,,,,,,,,,,"$45,169.00",,,,"$6,677.00",,,,,,
4,168513758,Universal Bluford Charter School,Philadelphia,"$49,806.00",,,,,,,,,,,,,,,,,,,,"$9,183.00",,,,,,,,,,,"$40,623.00",,,,,,
4,126517442,Universal Creighton Charter School,Philadelphia,"$76,935.00",,,,,,,,,,,,,,,,,,,,,,,,,,,"$61,208.00",,,,"$15,727.00",,,,,,
4,103519376,Universal Daroff Charter School,Philadelphia,"$66,724.00",,,,,,,,,,,,,,,,,,,,,,,,,,,"$50,218.00",,,,"$16,506.00",,,,,,
4,126513210,Universal Institute CS,Philadelphia,"$144,096.00",,,,,,,,,,,,,,,,,,,"$81,606.00","$9,272.00",,,,,,,"$53,218.00",,,,,,,,,,
4,126513415,Universal Vare Charter School,Philadelphia,"$40,034.00",,,,,,,,,,,,,,,,,,,,,,,,,,,"$33,202.00",,,,"$6,832.00",,,,,,
4,126513020,West Oak Lane CS,Philadelphia,"$241,988.00",,,,,,,,,,,,,,,,,,,"$133,329.00","$8,966.00",,,,,,,"$76,136.00",,,,,"$23,557.00",,,,,
4,126510006,West Phila. Achievement CES,Philadelphia,"$2,524,193.00",,"$2,438,812.00",,,,,,,,,,,,,,,,,,"$13,745.00",,,,,,,"$52,811.00",,,,,"$18,825.00",,,,,
4,126510007,Wissahickon CS,Philadelphia,"$218,600.00",,,,,,,,,,,,,,,,,,,"$121,079.00","$39,158.00",,,,,,,"$37,460.00",,,,,"$20,903.00",,,,,
4,126513250,Young Scholars CS,Philadelphia,"$94,964.00",,,,,,,,,,,,,,,,,,,"$38,369.00","$9,325.00",,,,,,,"$20,968.00",,,,,"$26,302.00",,,,,
4,126512870,Youth Build Phila CS,Philadelphia,"$61,069.00",,,,,,,,,,,,,,,,,,,"$61,069.00",,,,,,,,,,,,,,,,,,
4,129544907,Gillingham Charter School,Schuylkill,"$46,730.00",,,,,,,,,,,,,,,,,,,"$31,046.00",$713.00,,,,,,,"$14,971.00",,,,,,,,,,
4,105620001,Tidioute Community CS,Warren,"$28,280.62",,,,,,,,,,,,,,,,,,,,"$5,571.62",,,,,,,"$22,709.00",,,,,,,,,,
4,107653040,Dr Robert Ketterer CS Inc,Westmoreland,"$29,819.00",,,,,,,,,,,,,,,,,,,"$22,139.00","$7,680.00",,,,,,,,,,,,,,,,,
4,112673300,Crispus Attucks CS,York,"$11,721.00",,,,,,,,,,,,,,,,,,,$3.00,,,,,,,,"$9,494.00",,,,,"$2,224.00",,,,,
4,112673500,Lincoln CS,York,"$230,674.83",,,,,,,,,,,,,,,,,,,"$93,010.94",,,,,,,,"$66,679.00",,,,"$41,186.07","$29,798.82",,,,,
4,189670676,York Academy Regional Charter School,York,"$97,449.99",,,,,,,,,,,,,,,,,,,"$75,874.86","$2,615.13",,,,,,,"$18,960.00",,,,,,,,,,
6,113363705,Lancaster County Academy,Lancaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,112679205,York Adams Academy,York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,School District,,"$11,786,687,140.05","$6,095,080,614.94","$5,777.49","$37,607,158.24","$5,030,000.00","$10,692.34","$11,483,878.54",$0.00,"$124,330.00","$32,522.67","$27,061.43","$1,064,947,908.82","$16,404,887.81","$501,761.21","$30,168.76","$76,683,429.32","$24,926,187.64","$539,113,017.84","$77,447,136.54","$259,776,741.83","$32,002,712.28","$533,356,188.93",$0.00,"$15,073,797.55","$3,244,385.17","$77,601.20","$4,154,874.50","$247,404,977.10","$1,055,276.38","$759,658.12","$2,003,900.00","$26,349,034.69",$0.00,"$485,432,905.43","$2,225,334,924.87","$55,024.66","$203,799.27","$944,804.48"
,,AVTS / CTC,,"$116,849,418.83",$0.00,$0.00,$0.00,$0.00,$0.00,"$54,885,212.14",$0.00,$0.00,$0.00,"$70,848.14",$0.00,$0.00,"$118,224.00",$0.00,$0.00,"$159,532.89",$0.00,$0.00,$0.00,"$115,927.05",$0.00,$0.00,"$109,451.96","$149,955.62",$656.04,$0.00,$0.00,"$20,507.08","$2,291,875.90",$0.00,"$746,564.38",$0.00,"$10,793,147.39","$47,382,548.24","$4,968.00",$0.00,$0.00
,,Charter School,,"$21,481,287.87",$0.00,"$2,438,812.00",$0.00,$0.00,$0.00,"$321,227.00",$0.00,$0.00,$880.00,"$89,019.00","$143,460.08",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,362,562.99","$2,203,116.85",$0.00,$0.00,"$68,585.67","$25,986.82","$56,081.00",$0.00,"$6,740,471.87","$69,925.00",$0.00,"$4,039.00","$408,345.03","$482,240.56",$0.00,$0.00,$0.00,$0.00,"$66,535.00"
,,Special Program Jointure,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
,,Total,,"$11,925,017,846.75","$6,095,080,614.94","$2,444,589.49","$37,607,158.24","$5,030,000.00","$10,692.34","$66,690,317.68",$0.00,"$124,330.00","$33,402.67","$186,928.57","$1,065,091,368.90","$16,404,887.81","$619,985.21","$30,168.76","$76,683,429.32","$25,085,720.53","$539,113,017.84","$77,447,136.54","$268,139,304.82","$34,321,756.18","$533,356,188.93",$0.00,"$15,251,835.18","$3,420,327.61","$134,338.24","$4,154,874.50","$254,145,448.97","$1,145,708.46","$3,051,534.02","$2,007,939.00","$27,503,944.10","$482,240.56","$496,226,052.82","$2,272,717,473.11","$59,992.66","$203,799.27","$1,011,339.48"
