,AUN,school_district,county,total_state_rev,bef,formula_funding_2021,bef_soc_sec_2021,Charter Schools 7140,Tuition for Orphans & Children Placed in Private Homes 7160,School Improvement Grants 7170,Staff and Program Development 7180,Vocational Education 7220,Alternative Education 7230,Driver Education - Student 7240,Migratory Children 7250,Workforce Investment Act 7260,Special Education Funding for School Aged Pupils 7271,Early Intervention 7272,Adult Literacy 7280,Education Assistance Program (Tutoring) 7291,Pre-K Counts 7292,Program Revenues not Listed Previously 7299,Pupil Transportation Subsidy 7311,Nonpublic and Charter School Pupil Transportation Subsidy 7312,Rental & Sinking Fund Payments / Building Reimbursement Subsidy 7320,"Health Services (Medical, Dental, Nurse, Act 25) 7330","State Property Tax Reduction Allocation
7340",Sewage Treatment Operations / Environmental Subsidies 7350,School Safety and Security Grants 7361,Other Safe Schools Grants 7369,Vocational Training of the Unemployed 7400,PA Accountability Grants 7501,Ready to Learn Block Grant 7505,PAsmart Grants 7506,Supplemental Equipment Grants 7509,Continuity of Education and Equity Grants 7521,Revenue for the Support of Public Schools 7598,Other State Revenue not Listed Elsewhere 7599,"Revenue for Milk, Lunch & Breakfast Programs 7600",State Share of Social Security & Medicare Taxes 7810,State Share of Retirement Contributions 7820,Educational Technology 7910,Classrooms for the Future 7920,Other Technology Grants 7990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,122093140,School Lane CS,Bucks,"$41,763.35",,,,,,,,,,,,,,,,,,,,,,"$22,789.35",,,,,,,"$18,974.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,110143060,Centre Learning Community CS,Centre,"$1,432.00",,,,,,,,,,,,,,,,,,,,,,"$1,432.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,110143120,Nittany Valley CS,Centre,"$1,860.00",,,,,,,,,,,,,,,,,,,,,,$839.00,,,,,,,"$1,021.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,110140001,Young Scholars of Central PA CS,Centre,"$34,426.00",,,,,,,,,,,,,,,,,,,,,"$13,682.00","$16,394.00",,,,,,,"$4,350.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,124150002,21st Century Cyber CS,Chester,"$32,623.00",,,,,,,,,,,,,,,,,,,,,,"$32,623.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,125230001,Achievement House CS,Chester,"$25,922.00",,,,,,,,,,,,,,,,,,,,,,"$1,749.00",,,,,,,"$14,173.00",,,,,"$10,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,124150003,Avon Grove CS,Chester,"$209,199.00",,,,,,,,,,,,,,,,,,,,,,"$33,788.00",,,,,,,"$90,682.00",,,,,"$84,729.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,124152880,Chester Co Family Academy CS,Chester,"$64,542.00",,,,,,,,,,,,,,,,,,"$1,362.00",,,,,,,,,,,$987.00,,,"$62,039.00",,,$154.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,124153320,Collegium CS,Chester,"$30,996.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$30,996.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,124152637,Insight PA Cyber CS,Chester,"$63,728.27",,,,,,,,,,,,,,,,,,,,,,"$28,728.27",,,,,,,,"$35,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,124150004,Pennsylvania Leadership CS,Chester,"$52,701.00",,,,,,,,,,,,,,,,,,,,,,"$52,701.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,124153350,Renaissance Academy CS,Chester,"$91,154.00",,,,,,,,,,,,,,,,,,,,,,"$19,252.00",,,"$56,437.00",,,,"$14,465.00",,,,,"$1,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,101833400,Sugar Valley Rural CS,Clinton,"$31,512.55",,,,,,,,,,,,,,,,,,,,,,"$9,357.94",,,,,,,,"$22,154.61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,116493130,Susq-Cyber CS,Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,115227010,Capital Area School for the Arts CS,Dauphin,"$125,383.47",,,,"$71,563.95",,,,,,,,,,,,,,,,,"$51,304.37",,,,"$2,515.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,115220002,Commonwealth Charter Academy CS,Dauphin,"$445,663.03",,,,,,,,,,,,,"$149,335.00",,,,,,,,,"$19,793.31",,,,,,,"$270,631.00",,,,,"$5,903.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,115220001,Infinity CS,Dauphin,"$4,640.00",,,,,,,,,,,,,,,,,,,,,,"$4,640.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,115222343,Premier Arts and Science CS,Dauphin,"$46,064.48",,,,,,,,,,,,,,,,,,,,,"$24,503.76","$3,637.00",,,,,,,"$15,900.00",,,,,,"$2,023.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,115227871,Reach Cyber CS,Dauphin,"$61,048.62",,,,,,,,,,,,,,,,,,,,,,"$61,048.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,115223050,Sylvan Heights Science CS,Dauphin,"$57,286.00",,,,,,,,,,,,,,,,,,,,,,"$3,699.00",,,,,,,"$18,587.00","$35,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,125236827,Chester Charter Scholars Academy CS,Delaware,"$167,057.00",,,,,,,,,,,,,,,,,,,,,"$108,511.00","$14,544.00",,,,,,,"$30,318.00",,,,,,"$13,684.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,125232950,Chester Community CS,Delaware,"$1,369,542.39",,,,,,,,,,,,,,,,,,,,,"$625,329.66","$71,388.32",,,"$369,106.96",,,,"$306,550.00","-$2,832.55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,125233517,Vision Academy CS,Delaware,"$88,533.00",,,,,,,,,,,,,,,,,,,,,"$47,243.00","$12,820.00",,,,,,,,,,"$27,378.00",,,"$1,092.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,125230002,Widener Partnership CS,Delaware,"$259,735.09",,,,,,,,,,,,,,,,,,,,,"$183,445.00","$8,052.00",,,,,,,"$39,738.09",,,"$28,500.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,105257512,Erie Rise Leadership Academy CS,Erie,"$83,991.00",,,,,,,,,,,,,,,,,,,,,"$51,448.00","$7,216.00",,,,,,,"$23,143.00",,,,,,"$2,184.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,105250004,Montessori Regional CS,Erie,"$34,041.00",,,,,,,,,,,,,,,,,,,,,,"$10,319.00",,,,,,,"$23,722.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,105250001,Perseus House CS of Excellence,Erie,"$233,364.06",,,,,,,,,,,,"$47,767.90",,,,,,,,,"$105,818.15","$10,738.85",,,"$20,000.00",,,,"$47,995.00",,,,,"$1,044.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,105252920,Robert Benjamin Wiley Community CS,Erie,"$62,782.70",,,,,,,,,,,,,,,,,,,,,,"$19,951.70",,,,,,,"$42,831.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,111440001,New Day CS,Huntingdon,"$31,689.56",,,,,,,,,,,,,,,,,,,,,"$20,592.61","$2,943.95",,,,,,,"$8,153.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,111315438,Stone Valley Community CS,Huntingdon,"$127,646.13",,,,,,,,,,,,,,,,,,,,,,"$1,512.93",,,,,,,"$4,796.00","$23,208.28",,,,"$98,128.92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,119350001,Fell CS,Lackawanna,"$14,422.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,343.00",,,,,,"$2,079.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,119355028,Howard Gardner Multiple Intelligence CS,Lackawanna,"$103,516.24",,,,,,,,,,,,,,,,,,,,,,"$5,202.77",,,"$89,314.25",,,,"$7,249.00",,,,,,"$1,750.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,113362940,La Academia Partnership CS,Lancaster,"$55,780.00",,,,,,,,,,,,,,,,,,,,,"$34,899.00",,,,,,,,"$19,852.00",,,,,,"$1,029.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,121395927,Arts Academy CS,Lehigh,"$42,349.65",,,,,,,,,,,,,,,,,,,,,"$22,581.28","$10,397.37",,,,,,,"$9,371.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,121399898,Arts Academy Elementary CS,Lehigh,"$60,583.98",,,,,,,,,,,,,,,,,,,,,"$52,861.24","$7,722.74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,121394017,Circle of Seasons CS,Lehigh,"$70,250.23",,,,,,,,,,,,,,,,,,,,,,"$14,949.42",,,,,,,,"$55,300.81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,121398065,Executive Education Academy CS,Lehigh,"$214,158.00",,,,,,,,,,,,,,,,,,,,,"$192,207.00","$21,951.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,121395526,Innovative Arts Academy CS,Lehigh,"$135,165.56",,,,,,,,,,,,,,,,,,,,,"$116,188.66","$18,976.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,175390169,Lincoln Leadership Academy CS,Lehigh,"$181,263.86",,,,,,,,,,,,,,,,,,,,,"$122,044.61","$13,665.01",,,,,,,"$41,155.00",,,,,,"$4,399.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,121393330,Roberto Clemente CS,Lehigh,"$139,870.00",,,,,,,,,,,,,,,,,,,,,"$93,316.00","$11,060.00",,,,,,,"$28,546.00",,,,,,"$6,948.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,188392660,Seven Generations CS,Lehigh,"$72,521.00",,,,,,,,,,,,,,,,,,,,,"$42,506.00","$7,289.00",,,,,,,"$22,726.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,118400001,Bear Creek Community CS,Luzerne,"$85,402.22",,,,,,,,,,,,,,,,,,,,,"$52,583.34","$8,511.88",,,,,,,"$24,307.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,104432830,Keystone Education Center CS,Mercer,"$104,503.13",,,,,,,,,,,,,,,,,,,,,"$23,588.17","$3,715.96",,,"$47,350.00",,,,"$19,849.00",,,,,"$10,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,120450003,Evergreen Community CS,Monroe,"$5,079.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,284.00",,,,,"$1,795.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,126510020,Agora Cyber CS,Montgomery,"$470,196.00",,,,,,,,,,,,,,,,,,,,,,"$93,569.00",,,,,,,"$173,833.00",,,,,"$202,794.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,123460001,Pennsylvania Virtual CS,Montgomery,"$171,607.50",,,,,,,,,,,,,,,,,,,,,,"$35,268.50",,,,,,,"$136,339.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,123463370,Souderton CS Collaborative,Montgomery,"$25,037.00",,,,,,,,,,,,,,,,,,,,,"$14,268.00","$3,978.00",,,,,,,,,,,,"$6,791.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,120486892,Easton Arts Academy Elementary CS,Northampton,"$39,709.00",,,,,,,,,,,,,,,,,,,,,"$33,486.00","$6,223.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,120480002,Lehigh Valley Academy Regional CS,Northampton,"$277,549.00",,,,,,,,,,,,,,,,,,,,,"$142,997.00","$32,878.00",,,"$53,286.00",,,,"$48,388.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,120483170,Lehigh Valley Charter High School for the Arts,Northampton,"$95,372.34",,,,,,,,,,,,,,,,,,,,,"$63,448.04","$10,632.30",,,,,,,"$21,292.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,139481451,Lehigh Valley Dual Language CS,Northampton,"$99,783.67",,,,,,,,,,,,,,,,,,,,,"$68,843.00","$6,582.65",,,"$4,167.02",,,,"$20,191.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,126510015,Ad Prima CS,Philadelphia,"$121,890.00",,,,,,,,,,,,,,,,,,,,,"$87,414.00",,,,,,,,"$34,476.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,126512990,Alliance for Progress CS,Philadelphia,"$121,477.00",,,,,,,,,,,,,,,,,,,,,"$78,915.00","$9,254.00",,,,,,,"$33,308.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,104510394,Antonia Pantoja Community CS,Philadelphia,"$29,680.00",,,,,,,,,,,,,,,,,,,,,,"$7,873.00",,,,,,,,,,,,,"$2,363.00",,,,,"$19,444.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,181519176,ASPIRA Bilingual Cyber CS,Philadelphia,"$25,916.00",,,,,,,,,,,,,,,,,,,,,,"$6,472.00",,,,,,,,,,,,,,,,"$19,444.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,126510010,Belmont CS,Philadelphia,"$341,703.00",,,,,,,,,,,,,,,,,,,,,"$48,580.00","$18,080.00",,,"$209,556.00",,,,"$41,866.00","$8,853.00",,,,,"$14,768.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,185515523,Boys Latin of Philadelphia CS,Philadelphia,"$208,104.00",,,,,,,,,,,,,,,,,,,,,"$132,127.00","$14,421.00",,,"$19,182.00",,,,"$38,932.00",,,,,,"$3,442.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,126513160,Christopher Columbus CS,Philadelphia,"$80,253.37",,,,,,,,,,,,,,,,,,,,,,"$16,877.37",,,,,,,"$63,376.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,126512840,Community Academy of Philadelphia CS,Philadelphia,"$305,360.00",,,,,,,,,,,,,,,,,,,,,"$180,997.00","$22,066.00",,,,,,,"$102,297.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,126516724,Deep Roots CS,Philadelphia,"$77,439.00",,,,,,,,,,,,,,,,,,,,,"$44,365.00","$8,074.00",,,"$25,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,126510011,Discovery CS,Philadelphia,"$56,081.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$56,081.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,126513440,Esperanza Academy CS,Philadelphia,"$408,130.00",,,,,,,,,,,,,,,,,,,,,"$306,226.00","$28,341.00",,,,,,,"$68,208.00",,,,,,"$5,355.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,126511563,Esperanza Cyber CS,Philadelphia,"$18,746.00",,,,,,,,,,,,,,,,,,,,,,"$8,360.00",,,,,,,"$10,386.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,126513100,Eugenio Maria De Hostos CS,Philadelphia,"$59,567.00",,,,,,,,,,,,,,,,,,,,,,"$9,502.00",,,,,,,,,,"$28,050.00",,,"$2,571.00",,,,,"$19,444.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,100510000,First Philadelphia Preparatory CS,Philadelphia,"$378,539.00",,,,,,,,,,,,,,,,,,,,,"$261,196.00","$37,600.00",,,,,,,"$79,743.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,126510021,Folk Arts-Cultural Treasures CS,Philadelphia,"$118,601.00",,,,,,,,,,,,,,,,,,,,,"$66,482.00","$9,207.00",,,,,,,"$41,357.00",,,,,"$1,555.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,147513703,Franklin Towne Charter Elementary School,Philadelphia,"$89,261.00",,,,,,,,,,,,,,,,,,,,,,"$17,288.00",,,,,,,"$71,973.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,126513450,Franklin Towne CHS,Philadelphia,"$101,583.00",,,,,,,,,,,,,,,,,,,,,,"$21,586.00",,,,,,,"$79,997.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,126518547,Frederick Douglass Mastery CS,Philadelphia,"$69,266.00",,,,,,,,,,,,,,,,,,,,,,"$3,265.00",,,,,,,"$66,001.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,126513270,Freire CS,Philadelphia,"$266,309.00",,,,,,,,,,,,,,,,,,,,,"$159,189.00",,,,,"$31,062.00",,,"$76,058.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,126513380,Global Leadership Academy CS,Philadelphia,"$194,880.00",,,,,,,,,,,,,,,,,,,,,,"$12,762.00",,,"$90,000.00",,,,"$57,118.00","$35,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,126518004,Global Leadership Academy CS Southwest at Huey,Philadelphia,"$136,205.00",,,,,,,,,,,,,,,,,,,,,,"$11,205.00",,,"$90,000.00",,,,,"$35,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,126510005,Green Woods CS,Philadelphia,"$42,735.00",,,,,,,,,,,,,,,,,,,,,,"$12,763.00",,,,,,,"$29,533.00",,,,,,$439.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,126512850,Harambee Institute of Science and Technology CS,Philadelphia,"$37,206.00",,,,,,,,,,,,,,,,,,,,,,"$10,343.00",,,,,,,"$35,220.00",,,,,,,,,,,"-$8,357.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,126512980,Imhotep Institute CHS,Philadelphia,"$59,369.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$59,369.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,126513510,Independence CS,Philadelphia,"$261,336.00",,,,,,,,,,,,,,,,,,,,,"$106,869.00","$10,229.00",,,"$79,415.00",,,,"$64,823.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,126512039,Independence CS West,Philadelphia,"$188,950.00",,,,,,,,,,,,,,,,,,,,,"$87,416.00","$16,381.00",,,"$85,153.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,126513070,Inquiry CS,Philadelphia,"$112,762.00",,,,,,,,,,,,,,,,,,,,,,"$9,566.00",,,"$82,542.00",,,,"$10,144.00",,,,,,"$10,510.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,133513315,John B Stetson CS,Philadelphia,"$34,801.00",,,,,,,,,,,,,,,,,,,,,,"$9,850.00",,,,,,,,,,,,,"$5,507.00",,,,,"$19,444.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,182514568,Keystone Academy CS,Philadelphia,"$201,144.00",,,,,,,,,,,,,,,,,,,,,"$84,521.00","$10,236.00",,,"$70,275.00",,,,"$36,112.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,126514864,KIPP DuBois CS,Philadelphia,"$111,463.00",,,,,,,,,,,,,,,,,,,,,"$92,103.00","$19,360.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,126514059,KIPP North Philadelphia CS,Philadelphia,"$5,692.00",,,,,,,,,,,,,,,,,,,,,,"$5,692.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,126510013,KIPP Philadelphia CS,Philadelphia,"$116,281.00",,,,,,,,,,,,,,,,,,,,,,"$16,369.00",,,,,,,,,,,,"$99,912.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,126515492,KIPP West Philadelphia CS,Philadelphia,"$36,891.00",,,,,,,,,,,,,,,,,,,,,"$12,245.00","$24,646.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,126513110,Laboratory CS,Philadelphia,"$132,526.00",,,,,,,,,,,,,,,,,,,,,"$75,000.00","$22,045.00",,,,,,,"$35,481.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,126519476,Lindley Academy CS at Birney,Philadelphia,"$59,271.00",,,,,,,,,,,,,,,,,,,,,,"$3,000.00",,,,,,,"$56,271.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,126513480,Mariana Bracetti Academy CS,Philadelphia,"$362,828.00",,,,,,,,,,,,,,,,,,,,,"$211,147.00","$31,356.00",,,"$16,200.00",,,,"$104,125.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,126510014,Maritime Academy CS,Philadelphia,"$80,574.27",,,,,,,,,,,,,,,,,,,,,,"$15,782.11",,,,,,,"$53,827.52",,,,,,"$10,964.64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,126513150,MAST Community CS,Philadelphia,"$425,057.00",,,,,,,,,,,,,,,,,,,,,"$212,912.00","$27,783.00",,,"$83,628.00",,,,"$100,734.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,126513117,MaST Community CS II,Philadelphia,"$194,878.00",,,,,,,,,,,,,,,,,,,,,"$171,487.00","$23,391.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,126511624,MaST Community CS III,Philadelphia,"$231,624.00",,,,,,,,,,,,,,,,,,,,,"$123,793.00","$24,543.00",,,"$83,288.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,126510002,Mastery CHS-Lenfest Campus,Philadelphia,"$44,895.00",,,,,,,,,,,,,,,,,,,,,,"$1,744.00",,,,,,,"$43,151.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,126518118,Mastery CS John Wister Elementary,Philadelphia,"$6,477.00",,,,,,,,,,,,,,,,,,,,,,"$6,477.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,126519644,Mastery CS-Cleveland Elementary,Philadelphia,"$77,574.00",,,,,,,,,,,,,,,,,,,,,,"$7,369.00",,,,,,,"$58,533.00",,,,,,"$11,672.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
