,AUN,school_district,county,total_state_rev,bef,formula_funding_1920,bef_soc_sec_1920,Charter Schools 7140,Tuition for Orphans & Children Placed in Private Homes 7160,School Improvement Grants 7170,Staff and Program Development 7180,Vocational Education 7220,Alternative Education 7230,Driver Education - Student 7240,Migratory Children 7250,Workforce Investment Act 7260,Special Education Funding for School Aged Pupils 7271,Early Intervention 7272,Adult Literacy 7280,Education Assistance Program (Tutoring) 7291,Pre-K Counts 7292,Program Revenues not Listed Previously 7299,Pupil Transportation Subsidy 7311,Nonpublic and Charter School Pupil Transportation Subsidy 7312,Rental & Sinking Fund Payments / Building Reimbursement Subsidy 7320,"Health Services (Medical, Dental, Nurse, Act 25) 7330","State Property Tax Reduction Allocation
7340",Sewage Treatment Operations / Environmental Subsidies 7350,School Safety and Security Grants 7361,Other Safe Schools Grants 7369,Vocational Training of the Unemployed 7400,PA Accountability Grants 7501,Ready to Learn Block Grant 7505,PAsmart Grants 7506,Supplemental Equipment Grants 7509,Continuity of Education and Equity Grants 7521,Revenue for the Support of Public Schools 7598,Other State Revenue not Listed Elsewhere 7599,"Revenue for Milk, Lunch & Breakfast Programs 7600",State Share of Social Security & Medicare Taxes 7810,State Share of Retirement Contributions 7820,Educational Technology 7910,Classrooms for the Future 7920,Other Technology Grants 7990
4,102023080,Urban Pathways 6-12 CS,Allegheny,"$47,795.00",,,,,,,,,,,,,,,,,,,,,"$21,560.00","$9,554.00",,,,,,,"$16,681.00",,,,,,,,,,,
4,103028246,Urban Pathways K-5 College CS,Allegheny,"$35,859.00",,,,,,,,,,,,,,,,,,,,,"$15,000.00","$10,634.00",,,,,,,"$10,225.00",,,,,,,,,,,
4,103028425,Westinghouse Arts Academy CS,Allegheny,"$1,520.60",,,,,,,,,,,,,,,,,,,,,,"$1,520.60",,,,,,,,,,,,,,,,,,
4,103020368,Young Scholars of Greater Allegheny CS,Allegheny,"$42,790.00",,,,,,,,,,,,,,,,,,,,,"$39,286.00","$3,504.00",,,,,,,,,,,,,,,,,,
4,103025206,Young Scholars of Western Pennsylvania CS,Allegheny,"$58,504.00",,,,,,,,,,,,,,,,,,,,,"$34,823.00","$11,278.00",,,,,,,"$12,403.00",,,,,,,,,,,
4,127046517,Baden Academy CS,Beaver,"$83,828.68",,,,,,,,,,,,,,,,,,,,,"$59,355.04","$10,749.64",,,,,,,"$13,724.00",,,,,,,,,,,
4,127040002,Lincoln Park Performing Arts CS,Beaver,"$208,880.54",,,,,,,,,,,,,,,,,,,,,"$143,409.77","$14,281.77",,,,,,,"$51,189.00",,,,,,,,,,,
4,127043430,Pennsylvania Cyber CS,Beaver,"$1,124,739.95",,,,,,,,,,,,,,,,,,,,,,"$188,228.95",,,,,,,"$936,511.00",,,,,,,,,,,
4,108057079,HOPE for Hyndman CS,Bedford,"$20,385.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$20,385.00",,,,,,,,,,,
4,114060392,I-LEAD Charter School,Berks,"$95,318.00",,,,,,,,,,,,,,,,,,,,,"$81,905.00","$7,220.00",,,,,,,,,,,,,"$6,193.00",,,,,
4,108070001,Central PA Digital Learning Foundation CS,Blair,"$11,231.24",,,,,,,,,,,,,,,,,,,,,,"$2,756.24",,,,,,,"$8,475.00",,,,,,,,,,,
4,122093460,Bucks County Montessori CS,Bucks,"$3,531.00",,,,,,,,,,,,,,,,,,,,,,"$3,531.00",,,,,,,,,,,,,,,,,,
4,122090001,Center for Student Learning CS at Pennsbury,Bucks,"$2,983.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,983.06",,,,,,
4,122093140,School Lane CS,Bucks,"$43,198.13",,,,,,,,,,,,,,,,,,,,,,"$24,224.13",,,,,,,"$18,974.00",,,,,,,,,,,
4,110143060,Centre Learning Community CS,Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,110143120,Nittany Valley CS,Centre,"$1,881.00",,,,,,,,,,,,,,,,,,,,,,$860.00,,,,,,,"$1,021.00",,,,,,,,,,,
4,110140001,Young Scholars of Central PA CS,Centre,"$11,174.00",,,,,,,,,,,,,,,,,,,,,"$6,824.00",,,,,,,,"$4,350.00",,,,,,,,,,,
4,124150002,21st Century Cyber CS,Chester,"$56,285.01",,,,,,,,,,,,,,,,,,,,,,"$30,539.01",,,,,,,"$25,746.00",,,,,,,,,,,
4,125230001,Achievement House CS,Chester,"$37,702.00",,,,,,,,,,,,,,,,,,,,,,"$7,303.00",,,,,,,"$14,173.00",,,,,"$16,226.00",,,,,,
4,124150003,Avon Grove CS,Chester,"$128,066.00",,,,,,,,,,,,,,,,,,,,,,"$2,384.00",,,,,,,"$90,682.00","$35,000.00",,,,,,,,,,
4,124152880,Chester Co Family Academy CS,Chester,"$34,282.00",,,,,,,,,,,,,,,,,,"$27,796.00",,,"$1,488.00",,,,,,,,$987.00,,,,"$1,675.00",,"$2,336.00",,,,,
4,124153320,Collegium CS,Chester,"$42,769.00",,,,,,,,,,,,,,,,,,,,,,"$11,773.00",,,,,,,"$30,996.00",,,,,,,,,,,
4,124152637,Insight PA Cyber CS,Chester,"$27,802.66",,,,,,,,,,,,,,,,,,,,,,"$27,802.66",,,,,,,,,,,,,,,,,,
4,124150004,Pennsylvania Leadership CS,Chester,"$61,171.00",,,,,,,,,,,,,,,,,,,,,,"$61,171.00",,,,,,,,,,,,,,,,,,
4,124153350,Renaissance Academy CS,Chester,"$77,261.00",,,,,,,,,,,,,,,,,,,,,,"$19,197.00",,,"$14,534.00",,,,"$14,465.00","$29,065.00",,,,,,,,,,
4,101833400,Sugar Valley Rural CS,Clinton,"$75,771.93",,,,,,,,,,,,,,,,,,,,,"$53,593.41","$9,333.13",,,,,,,,"$12,845.39",,,,,,,,,,
4,116493130,Susq-Cyber CS,Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,115227010,Capital Area School for the Arts CS,Dauphin,"$76,985.00",,,,"$21,413.00",,,,,,,,,,,,,,,,,"$29,683.00","$3,404.00",,,"$22,485.00",,,,,,,,,,,,,,,
4,115220002,Commonwealth Charter Academy CS,Dauphin,"$438,077.54",,,,,,,,,,,,,"$150,000.00",,,,,,,,,"$12,490.29",,,,,,,"$270,631.00",,,,,"$4,956.25",,,,,,
4,115220001,Infinity CS,Dauphin,"$4,272.00",,,,,,,,,,,,,,,,,,,,,,"$4,272.00",,,,,,,,,,,,,,,,,,
4,115222343,Premier Arts and Science CS,Dauphin,"$28,907.06",,,,,,,,,,,,,,,,,,,,,"$24,888.51","$4,018.55",,,,,,,,,,,,,,,,,,
4,115227871,Reach Cyber CS,Dauphin,"$56,086.00",,,,,,,,,,,,,,,,,,,,,,"$54,309.48",,,,,,,,,,,,,,,,,,"$1,776.52"
4,115223050,Sylvan Heights Science CS,Dauphin,"$45,432.00",,,,,,,,,,,,,,,,,,,,,,"$3,771.00",,,,"$23,074.00",,,"$18,587.00",,,,,,,,,,,
4,125236827,Chester Charter Scholars Academy CS,Delaware,"$158,797.00",,,,,,,,,,,,,,,,,,,,,"$109,445.00","$8,784.00",,,"$10,250.00",,,,"$30,318.00",,,,,,,,,,,
4,125232950,Chester Community CS,Delaware,"$1,098,676.41",,,,,,,,,,,,,,,,,,,,,"$624,472.71","$79,013.77",,,"$88,639.93",,,,"$306,550.00",,,,,,,,,,,
4,125233517,Vision Academy CS,Delaware,"$14,573.00",,,,,,,,,,,,,,,,,,,,,"$12,754.00",,,,,,,,,,,,,,"$1,819.00",,,,,
4,125230002,Widener Partnership CS,Delaware,"$102,940.65",,,,,,,,,,,,,,,,,,,,,"$62,268.88","$7,579.86",,,,,,,"$33,091.91",,,,,,,,,,,
4,105257512,Erie Rise Leadership Academy CS,Erie,"$139,887.00",,,,,,,,,,,,,,,,,,,,,"$62,250.00","$9,814.00",,,,,,,"$23,143.00","$33,312.00",,,,,"$11,368.00",,,,,
4,105250004,Montessori Regional CS,Erie,"$33,298.00",,,,,,,,,,,,,,,,,,,,,,"$9,576.00",,,,,,,"$23,722.00",,,,,,,,,,,
4,105250001,Perseus House CS of Excellence,Erie,"$217,880.29",,,,,,,,,,,,"$74,441.59",,,,,,,,,"$86,218.16","$8,256.97",,,,,,,"$47,995.00",,,,,$968.57,,,,,,
4,105252920,Robert Benjamin Wiley Community CS,Erie,"$108,799.78",,,,,,,,,,,,,,,,,,,,,"$67,597.25","$8,371.53",,,,,,,"$32,831.00",,,,,,,,,,,
4,111440001,New Day CS,Huntingdon,"$35,711.42",,,,,,,,,,,,,,,,,,,,,"$24,098.45","$3,459.97",,,,,,,"$8,153.00",,,,,,,,,,,
4,111315438,Stone Valley Community CS,Huntingdon,"$6,142.61",,,,,,,,,,,,,,,,,,,,,,"$1,221.61",,,,,,,"$4,796.00",$125.00,,,,,,,,,,
4,119350001,Fell CS,Lackawanna,"$51,274.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,343.00","$35,000.00",,,,,"$3,931.00",,,,,
4,119355028,Howard Gardner Multiple Intelligence CS,Lackawanna,"$27,739.41",,,,,,,,,,,,,,,,,,,,,,"$5,542.62",,,,$685.75,,,"$7,249.00",,,,,,"$14,262.04",,,,,
4,113362940,La Academia Partnership CS,Lancaster,"$47,909.00",,,,,,,,,,,,,,,,,,,,,"$33,587.00",,,,,,,,"$12,810.00",,,,,,"$1,512.00",,,,,
4,121395927,Arts Academy CS,Lehigh,"$56,445.24",,,,,,,,,,,,,,,,,,,,,"$25,674.24","$8,000.00",,,,,,,"$22,771.00",,,,,,,,,,,
4,121399898,Arts Academy Elementary CS,Lehigh,"$59,816.90",,,,,,,,,,,,,,,,,,,,,"$51,816.90","$8,000.00",,,,,,,,,,,,,,,,,,
4,121394017,Circle of Seasons CS,Lehigh,"$40,528.28",,,,,,,,,,,,,,,,,,,,,"$14,290.85","$6,819.68",,,,,,,"$19,417.75",,,,,,,,,,,
4,121398065,Executive Education Academy CS,Lehigh,"$243,095.00",,,,,,,,,,,,,,,,,,,,,"$186,225.00","$21,870.00",,,,,,,,"$35,000.00",,,,,,,,,,
4,121395526,Innovative Arts Academy CS,Lehigh,"$53,834.99",,,,,,,,,,,,,,,,,,,,,"$53,834.99",,,,,,,,,,,,,,,,,,,
4,175390169,Lincoln Leadership Academy CS,Lehigh,"$155,472.25",,,,,,,,,,,,,,,,,,,,,"$120,388.03","-$6,070.78",,,,,,,"$41,155.00",,,,,,,,,,,
4,121393330,Roberto Clemente CS,Lehigh,"$128,705.00",,,,,,,,,,,,,,,,,,,,,"$89,326.00","$10,833.00",,,,,,,"$28,546.00",,,,,,,,,,,
4,188392660,Seven Generations CS,Lehigh,"$37,966.00",,,,,,,,,,,,,,,,,,,,,"$21,210.00","$3,503.00",,,,,,,"$13,253.00",,,,,,,,,,,
4,118400001,Bear Creek Community CS,Luzerne,"$109,468.29",,,,,,,,,,,,,,,,,,,,,"$49,503.15","$8,453.14",,,"$22,814.00",,,,"$28,698.00",,,,,,,,,,,
4,104432830,Keystone Education Center CS,Mercer,"$93,882.04",,,,,,,,,,,,,,,,,,,,,"$31,684.99",$859.05,,,"$41,489.00",,,,"$19,849.00",,,,,,,,,,,
4,120450003,Evergreen Community CS,Monroe,"$6,337.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,549.00",,,,,"$1,788.00",,,,,,
4,126510020,Agora Cyber CS,Montgomery,"$304,442.00",,,,,,,,,,,,,,,,,,,,,,"$103,844.00",,,,,,,"$173,833.00","$26,765.00",,,,,,,,,,
4,123460001,Pennsylvania Virtual CS,Montgomery,"$177,517.55",,,,,,,,,,,,,,,,,,,,,,"$41,178.55",,,,,,,"$136,339.00",,,,,,,,,,,
4,123463370,Souderton CS Collaborative,Montgomery,"$26,082.00",,,,,,,,,,,,,,,,,,,,,"$15,099.00","$4,192.00",,,,,,,,,,,,"$6,791.00",,,,,,
4,120486892,Easton Arts Academy Elementary CS,Northampton,"$44,563.00",,,,,,,,,,,,,,,,,,,,,"$37,534.00","$7,029.00",,,,,,,,,,,,,,,,,,
4,120480002,Lehigh Valley Academy Regional CS,Northampton,"$265,513.00",,,,,,,,,,,,,,,,,,,,,"$141,757.00","$32,409.00",,,"$42,959.00",,,,"$48,388.00",,,,,,,,,,,
4,120483170,Lehigh Valley Charter High School for the Arts,Northampton,"$96,551.63",,,,,,,,,,,,,,,,,,,,,"$62,643.93","$12,615.70",,,,,,,"$21,292.00",,,,,,,,,,,
4,139481451,Lehigh Valley Dual Language CS,Northampton,"$123,342.45",,,,,,,,,,,,,,,,,,,,,"$36,722.42","$8,135.05",,,"$58,293.98",,,,"$20,191.00",,,,,,,,,,,
4,126514368,ACT Academy Cyber CS,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,126510015,Ad Prima CS,Philadelphia,"$93,098.00",,,,,,,,,,,,,,,,,,,,,"$70,622.00",,,,,,,,"$22,476.00",,,,,,,,,,,
4,126512990,Alliance for Progress CS,Philadelphia,"$117,691.00",,,,,,,,,,,,,,,,,,,,,"$45,443.00","$9,940.00",,,,,,,"$33,308.00",,,"$29,000.00",,,,,,,,
4,104510394,Antonia Pantoja Community CS,Philadelphia,"$46,211.00",,,,,,,,,,,,,,,,,,,,,,"$12,831.00",,,,,,,,,,,,,"$17,824.00",,,,,"$15,556.00"
4,181519176,ASPIRA Bilingual Cyber CS,Philadelphia,"$22,882.00",,,,,,,,,,,,,,,,,,,,,,"$7,326.00",,,,,,,,,,,,,,,,"$15,556.00",,
4,126510010,Belmont CS,Philadelphia,"$303,661.00",,,,,,,,,,,,,,,,,,,,,"$190,862.00","$17,694.00",,,"$30,592.00",,,,"$41,866.00","$22,647.00",,,,,,,,,,
4,185515523,Boys Latin of Philadelphia CS,Philadelphia,"$248,133.00",,,,,,,,,,,,,,,,,,,,,"$129,338.00","$13,980.00",,,"$52,000.00",,,,"$38,932.00",,,,,,"$13,883.00",,,,,
4,126513190,Charter High School for Architecture and Design,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,126513160,Christopher Columbus CS,Philadelphia,"$83,925.39",,,,,,,,,,,,,,,,,,,,,,"$20,549.39",,,,,,,"$63,376.00",,,,,,,,,,,
4,126512840,Community Academy of Philadelphia CS,Philadelphia,"$302,528.00",,,,,,,,,,,,,,,,,,,,,"$178,462.00","$21,769.00",,,,,,,"$102,297.00",,,,,,,,,,,
4,126516724,Deep Roots CS,Philadelphia,"$39,130.00",,,,,,,,,,,,,,,,,,,,,"$34,130.00","$5,000.00",,,,,,,,,,,,,,,,,,
4,126510011,Discovery CS,Philadelphia,"$64,571.00",,,,,,,,,,,,,,,,,,,,,,"$8,490.00",,,,,,,"$56,081.00",,,,,,,,,,,
4,126513440,Esperanza Academy CS,Philadelphia,"$347,786.00",,,,,,,,,,,,,,,,,,,,,"$245,349.00","$3,168.00",,,,,,,"$68,208.00",,,,,,"$31,061.00",,,,,
4,126511563,Esperanza Cyber CS,Philadelphia,"$17,848.00",,,,,,,,,,,,,$300.00,,,,,,,,,"$7,162.00",,,,,,,"$10,386.00",,,,,,,,,,,
4,126513100,Eugenio Maria De Hostos CS,Philadelphia,"$37,916.00",,,,,,,,,,,,,,,,,,,,,,"$9,081.00",,,,,,,,,,,,,"$13,279.00",,,,,"$15,556.00"
4,100510000,First Philadelphia Preparatory CS,Philadelphia,"$377,979.00",,,,,,,,,,,,,,,,,,,,,"$260,636.00","$37,600.00",,,,,,,"$79,743.00",,,,,,,,,,,
4,126510021,Folk Arts-Cultural Treasures CS,Philadelphia,"$119,209.00",,,,,,,,,,,,,,,,,,,,,"$67,608.00","$10,244.00",,,,,,,"$41,357.00",,,,,,,,,,,
4,147513703,Franklin Towne Charter Elementary School,Philadelphia,"$89,384.00",,,,,,,,,,,,,,,,,,,,,,"$17,411.00",,,,,,,"$71,973.00",,,,,,,,,,,
4,126513450,Franklin Towne CHS,Philadelphia,"$123,491.00",,,,,,,,,,,,,,,,,,,,,,"$22,909.00",,,,,,,"$79,997.00",,,,,"$20,585.00",,,,,,
4,126518547,Frederick Douglass Mastery CS,Philadelphia,"$123,548.00",,,,,,,,,,,,,,,,,,,,,,"$19,621.00",,,,,,,"$66,001.00",,,,,"$37,926.00",,,,,,
4,126513270,Freire CS,Philadelphia,"$302,697.00",,,,,,,,,,,,,,,,,,,,,"$157,041.00","$34,230.00",,,,"$35,368.00",,,"$76,058.00",,,,,,,,,,,
4,126513380,Global Leadership Academy CS,Philadelphia,"$69,546.00",,,,,,,,,,,,,,,,,,,,,,"$12,428.00",,,,,,,"$57,118.00",,,,,,,,,,,
4,126518004,Global Leadership Academy CS Southwest at Huey,Philadelphia,"$10,336.00",,,,,,,,,,,,,,,,,,,,,,"$10,336.00",,,,,,,,,,,,,,,,,,
4,126510005,Green Woods CS,Philadelphia,"$44,228.00",,,,,,,,,,,,,,,,,,,,,,"$14,256.00",,,,,,,"$29,972.00",,,,,,,,,,,
4,126512850,Harambee Institute of Science and Technology CS,Philadelphia,"$83,866.00",,,,,,,,,,,,,,,,,,,,,,"$9,861.00",,,,,,,"$35,220.00",,,,,,,,,,,"$38,785.00"
4,126512980,Imhotep Institute CHS,Philadelphia,"$69,769.00",,,,,,,,,,,,,,,,,,,,,,"$10,400.00",,,,,,,"$59,369.00",,,,,,,,,,,
4,126513510,Independence CS,Philadelphia,"$205,959.00",,,,,,,,,,,,,,,,,,,,,"$107,331.00","$23,220.00",,,"$10,585.00",,,,"$64,823.00",,,,,,,,,,,
4,126512039,Independence CS West,Philadelphia,"$81,057.00",,,,,,,,,,,,,,,,,,,,,"$75,057.00","$6,000.00",,,,,,,,,,,,,,,,,,
4,126513070,Inquiry CS,Philadelphia,"$22,250.00",,,,,,,,,,,,,,,,,,,,,,"$4,648.00",,,"$7,458.00",,,,"$10,144.00",,,,,,,,,,,
4,133513315,John B Stetson CS,Philadelphia,"$98,307.00",,,,,,,,,,,,,,,,,,,,,,"$9,780.00",,,,,,,,,,"$43,959.00",,,"$29,012.00",,,,,"$15,556.00"
4,182514568,Keystone Academy CS,Philadelphia,"$139,820.00",,,,,,,,,,,,,,,,,,,,,"$87,783.00","$12,000.00",,,"$3,925.00",,,,"$36,112.00",,,,,,,,,,,
4,126514864,KIPP DuBois CS,Philadelphia,"$96,032.00",,,,,,,,,,,,,,,,,,,,,"$86,272.00","$9,643.00",,,,,,,,,,,,$117.00,,,,,,
4,126514059,KIPP North Philadelphia CS,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,126510013,KIPP Philadelphia CS,Philadelphia,"$93,754.00",,,,,,,,,,,,,,,,,,,,,,"$16,484.00",,,,,,,,,,,,"$77,270.00",,,,,,
4,126515492,KIPP West Philadelphia CS,Philadelphia,"$8,406.00",,,,,,,,,,,,,,,,,,,,,$764.00,"$7,642.00",,,,,,,,,,,,,,,,,,
4,172510793,KIPP West Philadelphia Preparatory Charter School,Philadelphia,"$86,712.00",,,,,,,,,,,,,,,,,,,,,"$51,854.00","$6,834.00",,,,,,,,,,,,"$28,024.00",,,,,,
4,126513110,Laboratory CS,Philadelphia,"$118,534.00",,,,,,,,,,,,,,,,,,,,,"$73,053.00","$10,000.00",,,,,,,"$35,481.00",,,,,,,,,,,
4,126519476,Lindley Academy CS at Birney,Philadelphia,"$66,271.00",,,,,,,,,,,,,,,,,,,,,,"$10,000.00",,,,,,,"$56,271.00",,,,,,,,,,,
4,126513480,Mariana Bracetti Academy CS,Philadelphia,"$388,089.00",,,,,,,,,,,,,,,,,,,,,"$191,486.00","$18,678.00",,,"$73,800.00",,,,"$104,125.00",,,,,,,,,,,
4,126510014,Maritime Academy CS,Philadelphia,"$147,282.62",,,,,,,,,,,,,,,,,,,,,,"$29,636.82",,,,,,,"$99,878.00",,,,,,"$17,767.80",,,,,
4,126513150,MAST Community CS,Philadelphia,"$368,734.00",,,,,,,,,,,,,,,,,,,,,"$206,123.00","$26,891.00",,,,,,,"$100,734.00","$34,986.00",,,,,,,,,,
4,126513117,MaST Community CS II,Philadelphia,"$140,381.00",,,,,,,,,,,,,,,,,,,,,"$123,298.00","$17,083.00",,,,,,,,,,,,,,,,,,
4,126511624,MaST Community CS III,Philadelphia,"$116,821.00",,,,,,,,,,,,,,,,,,,,,"$107,821.00","$9,000.00",,,,,,,,,,,,,,,,,,
4,126510002,Mastery CHS-Lenfest Campus,Philadelphia,"$204,546.00",,,,,,,,,,,,,"$150,000.00",,,,,,,,,"$11,395.00",,,,,,,"$43,151.00",,,,,,,,,,,
4,126518118,Mastery CS John Wister Elementary,Philadelphia,"$14,257.00",,,,,,,,,,,,,,,,,,,,,,"$14,257.00",,,,,,,,,,,,,,,,,,
4,126519644,Mastery CS-Cleveland Elementary,Philadelphia,"$91,681.00",,,,,,,,,,,,,,,,,,,,,,"$13,678.00",,,,,,,"$58,533.00",,,,,,"$19,470.00",,,,,
4,126511748,Mastery CS-Clymer Elementary,Philadelphia,"$61,774.00",,,,,,,,,,,,,,,,,,,,,,"$16,643.00",,,,,,,"$45,131.00",,,,,,,,,,,
4,126518795,Mastery CS-Francis D. Pastorius Elementary,Philadelphia,"$33,081.00",,,,,,,,,,,,,,,,,,,,,,"$16,716.00",,,,,,,,,,,,,"$16,365.00",,,,,
4,126513734,Mastery CS-Gratz Campus,Philadelphia,"$127,387.00",,,,,,,,,,,,,,,,,,,,,,"$33,822.00",,,,,,,"$93,565.00",,,,,,,,,,,
4,126513290,Mastery CS-Hardy Williams,Philadelphia,"$284,234.00",,,,,,,,,,,,,,,,,,,,,"$171,022.00","$33,760.00",,,,,,,"$79,452.00",,,,,,,,,,,
4,126516457,Mastery CS-Harrity Campus,Philadelphia,"$94,911.00",,,,,,,,,,,,,,,,,,,,,,"$23,285.00",,,,,,,"$71,626.00",,,,,,,,,,,
4,126519433,Mastery CS-Mann Campus,Philadelphia,"$56,566.00",,,,,,,,,,,,,,,,,,,,,,"$10,223.00",,,,,,,"$46,343.00",,,,,,,,,,,
4,151514721,Mastery CS-Pickett Campus,Philadelphia,"$224,482.00",,,,,,,,,,,,,,,,,,,,,"$138,866.00","$23,825.00",,,,,,,"$61,791.00",,,,,,,,,,,
4,126510022,Mastery CS-Shoemaker Campus,Philadelphia,"$201,884.00",,,,,,,,,,,,,,,,,,,,,"$120,805.00","$21,292.00",,,,,,,"$59,787.00",,,,,,,,,,,
4,126517286,Mastery CS-Smedley Campus,Philadelphia,"$314,125.00",,,,,,,,,,,,,"$150,000.00",,,,,,,,,"$21,425.00",,,,,,,"$61,011.00",,,,,"$41,449.00","$40,240.00",,,,,
4,126510023,Mastery CS-Thomas Campus,Philadelphia,"$279,322.00",,,,,,,,,,,,,,,,,,,,,"$190,337.00","$36,744.00",,,,,,,"$52,241.00",,,,,,,,,,,
4,126517643,Mastery Prep Elementary CS,Philadelphia,"$194,369.00",,,,,,,,,,,,,"$150,000.00",,,,,,,,"$40,249.00","$4,120.00",,,,,,,,,,,,,,,,,,
4,126513230,Math Civics and Sciences CS,Philadelphia,"$545,186.00",,,,,,,,,,,,,,,,,,,,,"$431,133.00","$36,501.00",,,,,,,"$77,552.00",,,,,,,,,,,
4,126519392,Memphis Street Academy CS @ JP Jones,Philadelphia,"$83,460.00",,,,,,,,,,,,,,,,,,,,,,"$15,219.00",,,,,,,"$68,241.00",,,,,,,,,,,
4,126513000,Multicultural Academy CS,Philadelphia,"$68,192.00",,,,,,,,,,,,,,,,,,,,,"$45,075.00","$3,415.00",,,,,,,"$19,702.00",,,,,,,,,,,
4,126513420,New Foundations CS,Philadelphia,"$341,091.00",,,,,,,,,,,,,,,,,,,,,"$233,246.00","$22,137.00",,,,,,,"$85,708.00",,,,,,,,,,,
4,126510019,Northwood Academy CS,Philadelphia,"$77,957.14",,,,,,,,,,,,,,,,,,,,,,"$13,245.14",,,,,,,"$64,712.00",,,,,,,,,,,
4,126513452,Olney Charter High School,Philadelphia,"$155,167.00",,,,,,,,,,,,,,,,,,,,,,"$29,519.00",,,,,,,,,,"$77,550.00",,,"$32,542.00",,,,,"$15,556.00"
4,173515368,Pan American Academy CS,Philadelphia,"$190,979.00",,,,,,,,,,,,,,,,,,,,,"$98,401.00","$14,804.00",,,,,,,"$64,568.00",,,,,,"$13,206.00",,,,,
4,126510004,People for People CS,Philadelphia,"$142,775.00",,,,,,,,,,,,,,,,,,,,,"$74,645.00","$10,281.00",,,,,,,"$45,506.00",,,,,,"$12,343.00",,,,,
4,126513280,Philadelphia Academy CS,Philadelphia,"$295,082.00",,,,,,,,,,,,,,,,,,,,,"$168,662.00","$37,504.00",,,,,,,"$88,916.00",,,,,,,,,,,
4,126510009,Philadelphia Electrical & Tech CHS,Philadelphia,"$170,194.00",,,,,,,,,,,,,,,,,,,,,"$100,122.00","$21,562.00",,,,,,,"$48,510.00",,,,,,,,,,,
4,126510929,Philadelphia Hebrew Public CS,Philadelphia,"$45,606.00",,,,,,,,,,,,,,,,,,,,,"$18,656.00",,,,,,,,,,,"$26,950.00",,,,,,,,
4,126510016,Philadelphia Montessori CS,Philadelphia,"$36,919.00",,,,,,,,,,,,,,,,,,,,,"$22,519.00",,,,,,,,"$14,400.00",,,,,,,,,,,
4,126513400,Philadelphia Performing Arts CS,Philadelphia,"$480,841.00",,,,,,,,,,,,,,,,,,,,,"$366,993.00","$32,000.00",,,,,,,"$81,848.00",,,,,,,,,,,
4,126512960,Preparatory CS of Mathematics Science Tech and Careers,Philadelphia,"$162,621.95",,,,,,,,,,,,,,,,,,,,,"$105,318.55","$10,436.40",,,,,,,"$46,867.00",,,,,,,,,,,
4,126510008,Richard Allen Preparatory CS,Philadelphia,"$134,066.00",,,,,,,,,,,,,,,,,,,,,"$70,860.00",$344.00,,,"$14,251.00",,,,"$37,422.00",,,,,,"$11,189.00",,,,,
4,126510001,Russell Byers CS,Philadelphia,"$144,493.00",,,,,,,,,,,,,,,,,,,,,"$78,067.00","$25,331.00",,,,,,,"$41,095.00",,,,,,,,,,,
4,114514135,Sankofa Freedom Academy CS,Philadelphia,"$60,550.00",,,,,,,,,,,,,,,,,,,,,,"$12,544.00",,,,,,,"$48,006.00",,,,,,,,,,,
4,108515107,Southwest Leadership Academy CS,Philadelphia,"$125,508.00",,,,,,,,,,,,,,,,,,,,,"$85,354.00","$2,917.00",,,,,,,"$37,237.00",,,,,,,,,,,
4,192518422,Tacony Academy CS,Philadelphia,"$243,061.00",,,,,,,,,,,,,,,,,,,,,"$153,642.00","$18,881.00",,,,,,,"$70,538.00",,,,,,,,,,,
4,126511530,TECH Freire CS,Philadelphia,"$93,121.00",,,,,,,,,,,,,,,,,,,,,"$84,411.00","$8,710.00",,,,,,,,,,,,,,,,,,
4,126515691,The Philadelphia CS for Arts and Sciences at HR Edmunds,Philadelphia,"$89,230.00",,,,,,,,,,,,,,,,,,,,,,"$14,420.00",,,,,,,"$74,810.00",,,,,,,,,,,
4,126512674,Universal Alcorn CS,Philadelphia,"$36,703.00",,,,,,,,,,,,,,,,,,,,,,"$2,231.00",,,,,,,,,,"$27,800.00",,,"$6,672.00",,,,,
4,126519434,Universal Audenried CS,Philadelphia,"$454,446.00",,,,,,,,"$310,227.00",,,,,,,,,,,,,,"$8,974.00",,,,,,,"$45,169.00","$54,842.00",,"$28,700.00",,,"$6,534.00",,,,,
4,168513758,Universal Bluford CS,Philadelphia,"$78,408.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$40,623.00",,,"$28,750.00",,,"$9,035.00",,,,,
4,126517442,Universal Creighton CS,Philadelphia,"$118,364.00",,,,,,,,,,,,,,,,,,,,,,"$12,556.00",,,,,,,"$61,208.00",,,,,,,,,"$44,600.00",,
