Cat,AUN,school_district,county,total_local_rev,real_estate_revenue,Interim Real Estate Taxes 6112,Public Utility Realty Tax 6113,Payment in Lieu State & Local 6114,Payment in Lieu Federal 6115,"Per Capita, Section 679 6120",Current Act 1 Earned Income Tax 6131,Current Act 511 Per Capita Taxes 6141,Current Act 511 Occupation Taxes-Flat Rate 6142,Current Act 511 Local Services Taxes 6143,Current Act 511 Business Privilege Taxes-Flat Rate 6145,Current Act 511 Mechanical Device Taxes-Flat Rate 6146,Current Act 511 Taxes-Other Flat Rate Assessments 6149,Current Act 511 Earned Income Taxes 6151,Current Act 511 Occupation Taxes 6152,Current Act 511 Real Estate Transfer Taxes 6153,Current Act 511 Amusement Taxes 6154,Current Act 511 Business Privilege Taxes 6155,Current Act 511 Mechanical Device Taxes-Percentage 6156,Current Act 511 Mercantile Taxes 6157,Current Act 511 Taxes-Other Proportional Assessments 6159,Earned Income Tax 6161,Liquor Sales Tax 6162,Cigarette Tax 6163,Sales and Use Tax 6164,General Business Taxes 6165,Business Use & Occupancy Tax 6166,Non-Business Income Tax 6167,Real Estate Transfer Tax 6168,Current Mercantile Taxes 6169,Delinquent Taxes 6400,Earnings on Investments 6500,Food Service Revenue 6600,Revenue from District Activities 6700,Revenue from Local Gov't Units 6810,State Revenue from Other Public Schools 6821,State Revenue from Intermediate Sources 6829,Federal Revenue from Other PA Public Schools  6831,Federal IDEA Revenue Received as Pass Through 6832,ARRA - IDEA Revenue received as Pass Through 6833,ARRA - WIA Revenue received as Pass Through 6834,ARRA - Title I Revenue Received as Pass Through 6835,ARRA - Race to the Top received as Pass Through 6836,Federal Revenue from Intermediate Sources 6839,Other Revenue from Intermediate Sources 6890,Rentals 6910,Contributions from Private Sources 6920,Regular Day School Tuition 6941,Summer School Tuition 6942,Adult Education Tuition 6943,Receipts from Other LEAs in PA - Education 6944,Receipts from Out-of-State LEAs 6945,Receipts From Member Districts – AVTS / Special Program Jointure Only 6946,Other Tuition from Patrons 6949,Transportation Services Provided Other PA LEAs 6961,All Other Services Provided Other PA LEAs 6962,All Other Services Provided Other Govt's and LEAs Not Specified Elsewhere 6969,Services Provided Other Funds 6970,Revenue from Community Services Activities 6980,Refunds of a Prior Year Expenditure 6991,Energy Efficiency Revenues and Incentives 6992,Other Revenues Not Specified Elsewhere 6999
4,199025446,Environmental CS at Frick Park,Allegheny,"$18,121,178.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$73,444.00",,"$50,117.00",,,,,"$95,402.00",,,,,,,,"$13,347.00",,,,"$17,735,388.00",,,,,,,,,,,"$153,480.00"
4,102023030,Manchester Academic CS,Allegheny,"$7,873,003.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,692.00",,"$7,505.00",,,,,,,,,,,,,"$235,378.00",,,,"$7,602,020.00",,,,,,,,,,,"$17,408.00"
4,102023217,Passport Academy CS,Allegheny,"$3,838,286.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,807,819.00",,,,,,,,,,,"$30,467.00"
4,103022481,Penn Hills CS of Entrepreneurship,Allegheny,"$7,149,869.70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$14,184.00",,$556.70,,,,,,,,,,,,,"$5,614.00",,,,"$7,104,461.00",,,,,,,,,,,"$25,054.00"
4,115220003,Pennsylvania Distance Learning CS,Allegheny,"$14,140,576.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$31,975.00",,,,,,,,,,,,,,,$200.00,,,,"$14,105,933.00",,,,,,,,,,,"$2,468.00"
4,160028259,Propel CS-Braddock Hills,Allegheny,"$16,290,448.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,747.00",,$109.00,,,,,"$215,736.00",,,,,,,"$3,701.00","$126,040.00",,,,"$15,923,418.00",,,,,,,,,,,"$12,697.00"
4,103020005,Propel CS-East,Allegheny,"$6,390,565.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,888.00",,,,,,,"$65,689.00",,,,,,,$50.00,"$1,428.00",,,,"$6,311,493.00",,,,,,,,,,,"$1,017.00"
4,103024952,Propel CS-Hazelwood,Allegheny,"$5,460,230.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,476.00",,,,,,,"$49,543.00",,,,,,,,"$1,428.00",,,,"$5,403,754.00",,,,,,,,,,,$29.00
4,103020002,Propel CS-Homestead,Allegheny,"$11,159,914.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$52,368.00",,"$1,186.00",,,,,"$153,030.00",,,,,,,"$1,640.00","$162,067.00",,,,"$10,773,343.00",,,,,,,,,"$2,728.00",,"$13,552.00"
4,103020003,Propel CS-McKeesport,Allegheny,"$4,996,427.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,651.00",,,,,,,"$60,962.00",,,,,,,,"$15,380.00",,,,"$4,915,374.00",,,,,,,,,,,$60.00
4,103020004,Propel CS-Montour,Allegheny,"$13,140,742.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,205.00",,"$10,721.00",,,,,"$141,209.00",,,,,,,"$1,305.00","$44,800.00",,,,"$12,933,741.00",,,,,,,,,,,$761.00
4,103028192,Propel CS-Northside,Allegheny,"$8,315,827.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,001.00",,$413.00,,,,,"$89,569.00",,,,,,,$320.00,"$105,271.00",,,,"$8,068,500.00",,,,,,,,,,,"$48,753.00"
4,103024162,Propel CS-Pitcairn,Allegheny,"$4,824,013.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$535.00,,,,,,,"$76,391.00",,,,,,,,$611.00,,,,"$4,745,276.00",,,,,,,,,,,"$1,200.00"
4,102027560,Provident CS,Allegheny,"$8,406,469.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$73,339.61",,"$40,745.31",,,,,"$139,849.12",,,,,,,,"$69,806.40",,,,"$8,066,737.00",,,,,"$3,875.00",,,,$82.01,,"$12,034.67"
4,103023410,Spectrum CS,Allegheny,"$1,181,488.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$205.00,,,,,"$33,592.00",,,,,,,"$4,500.00","$120,968.00",,,,"$1,012,821.00",,,,,,,,,"$4,540.00",,"$4,862.00"
4,102020003,The New Academy CS,Allegheny,"$3,722,573.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$64,706.00",,,,,,,,,,,,"$3,651,390.00",,,,,,,,,,,"$6,477.00"
4,103023090,Urban Academy of Greater Pittsburgh CS,Allegheny,"$6,212,586.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$45,755.00",,,,,,,,,,,,,,"$29,382.00","$109,519.00",,,,"$6,018,673.00",,,,,,,,,,,"$9,257.00"
4,102023080,Urban Pathways 6-12 CS,Allegheny,"$7,142,453.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,394.00",,"$3,600.00",,,,,,,,,,,,,"$1,000.00",,,,"$7,130,045.00",,,,,,,,,,,"$1,414.00"
4,103028246,Urban Pathways K-5 College CS,Allegheny,"$6,462,742.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$37,527.00",,"$1,515.00",,,,,,,,,,,,,"$16,842.00",,,,"$6,406,841.00",,,,,,,,,,,$17.00
4,103028425,Westinghouse Arts Academy CS,Allegheny,"$3,428,728.39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,926.51",,,,,,,,,,,,,"$20,545.57",,$525.00,,"$3,376,389.30",,,,,,,,,,,"$6,342.01"
4,103020368,Young Scholars of Greater Allegheny CS,Allegheny,"$3,555,276.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,391.00",,,,,,,,,,,,,,,,,"$3,542,540.00",,,,,,,,,,,"$3,345.00"
4,103025206,Young Scholars of Western Pennsylvania CS,Allegheny,"$6,494,793.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$22,354.00",,"$4,287.00",,,,,,,,,,,,,,,,,"$6,443,610.00",,,,,,,,,,,"$24,542.00"
4,127046517,Baden Academy CS,Beaver,"$9,256,501.73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$14,782.06",,,,,,,"$100,230.00",,,,,,,,$953.74,,,,"$9,137,540.90",,,,,,,,,"$2,995.03",,
4,127040002,Lincoln Park Performing Arts CS,Beaver,"$11,935,015.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$103,572.41",,"$5,058.00",,,,,"$62,240.00",,,,,,,,"$1,231,511.52",,,,"$10,531,091.81",,,,,,,,,,,"$1,541.52"
4,127043430,Pennsylvania Cyber CS,Beaver,"$163,185,634.95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,576,363.43",,,,,,,"$1,755,411.05",,,,,,,,"$8,466.99",,,,"$159,685,517.52",,,,,,,,,"$91,230.38",,"$68,645.58"
4,108057079,HOPE for Hyndman CS,Bedford,"$2,221,468.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$36,740.00",,,,,,,,,,,,,$750.00,,,,"$2,139,842.00",,,,,,,,,,,"$44,136.00"
4,114060392,I-LEAD Charter School,Berks,"$5,429,738.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,700.00",,"$1,306.00",,,,,"$86,199.00",,,,"$34,558.00",,,,"$7,589.00",,,,"$5,266,938.00",,,,,,,,,"$17,211.00",,"$14,237.00"
4,108070001,Central PA Digital Learning Foundation CS,Blair,"$2,584,873.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$23,413.06",,,,,,"$46,992.88",,,,,,,,,,,,,"$2,508,186.40",,,,,,,,,$586.00,,"$5,695.53"
4,122093460,Bucks County Montessori CS,Bucks,"$3,284,655.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,833.00",,"$28,452.00",,,,,,,,,,,,,"$1,068.00",,,,"$3,246,302.00",,,,,,,,,,,
4,122090001,Center for Student Learning CS at Pennsbury,Bucks,"$3,473,673.59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,981.00",,,,,,,,,,,,,,,,,,,"$3,461,975.50",,,,,,,,,,,"$7,717.09"
4,122093140,School Lane CS,Bucks,"$18,968,597.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$118,363.16",,"$36,746.11",,,,,"$147,290.44",,,,,,,,,,,,"$14,034,473.06","$4,471,355.35",,,,,,,,"$117,349.23",,"$43,020.02"
4,110143060,Centre Learning Community CS,Centre,"$1,500,239.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$400.00,,,,,,,,,,,,,,,,,,,"$1,484,912.00",,,,,,,,,,,"$14,927.00"
4,110143120,Nittany Valley CS,Centre,"$745,070.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,454.00",,,,,,,,,,,,,,,"$1,574.00",,,,"$736,114.00",,,,,,,,,,,"$4,928.00"
4,110140001,Young Scholars of Central PA CS,Centre,"$6,782,966.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,621.00",,,,,,,,,,,,,,$120.00,"$1,066.00",,,,"$6,750,179.00",,,"$25,553.00",,,,,,,,"$2,427.00"
4,124150002,21st Century Cyber CS,Chester,"$20,596,284.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$28,086.38",,,,,,,,,,,,"$168,381.00",,,,,"$16,320.00",,"$20,377,818.53",,,,,,,,$500.00,,,"$5,178.20"
4,125230001,Achievement House CS,Chester,"$12,377,941.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,406.00",,"$3,277.00",,,,,,,,,,,,,$248.00,,,,"$12,296,752.00",,,,,,,,,,,"$67,258.00"
4,124150003,Avon Grove CS,Chester,"$28,563,343.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$79,767.00",,"$248,510.00",,,,,,,,,,,,"$2,500.00","$37,395.00",,,,"$27,910,443.00",,,,,,,,,,,"$284,728.00"
4,124152880,Chester Co Family Academy CS,Chester,"$1,273,442.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,827.00",,,,,,,,,,,,,,,"$46,351.00",,,,"$1,213,964.00",,,,,,,,,,,$300.00
4,124153320,Collegium CS,Chester,"$53,717,113.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$38,684.00",,,,,"$489,173.00",,,,,,,,,,"$5,688.00",,,,"$53,151,430.00",,,,,,,,,,"$23,516.00","$8,622.00"
4,124152637,Insight PA Cyber CS,Chester,"$29,751,016.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$25.05,,,,,,,,,,,,,,,,,,,"$29,750,991.82",,,,,,,,,,,
4,124150004,Pennsylvania Leadership CS,Chester,"$50,055,532.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$149,187.00",,"$43,449.00",,,,,,,,,,,,,"$1,000.00",,,,"$49,859,047.00",,,,,,,,,,,"$2,849.00"
4,124153350,Renaissance Academy CS,Chester,"$17,993,913.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$46,512.00",,,,,,,"$153,585.00",,,,,,,"$4,087.00","$53,826.00",,,,"$17,697,428.00",,,,,,,,,,,"$38,475.00"
4,101833400,Sugar Valley Rural CS,Clinton,"$8,647,163.98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$146,089.73",,"$2,971.60",,,,,"$148,624.43",,,,,,,,,,,,"$8,337,006.99",,,,,,,,,"$9,462.08",,"$3,009.15"
4,116493130,Susq-Cyber CS,Columbia,"$1,450,501.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$20,155.00",,,,,,,,,,,,"$1,317,803.00",,,,,,,,,,,"$112,543.00"
4,115227010,Capital Area School for the Arts CS,Dauphin,"$2,838,820.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$438.00,,"$20,117.00",,,,,"$25,162.00",,,,,,,,"$158,519.00",,"$1,910.00",,"$2,623,329.00",,,,,,,,,"$8,325.00",,"$1,020.00"
4,115220002,Commonwealth Charter Academy CS,Dauphin,"$159,074,323.73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$391,554.30",,"$6,227.32",,,,,"$2,208,328.61",,,,,,,"$12,076.26",,,,,"$156,241,465.62",,,,,,,,,"$37,445.35",,"$177,226.27"
4,115220001,Infinity CS,Dauphin,"$3,162,792.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,816.00",,,,,,,"$21,036.00",,,,,,,,"$136,839.00",,,,"$2,997,845.00",,,,,,,,,,,$256.00
4,115222343,Premier Arts and Science CS,Dauphin,"$2,970,871.53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$2.80,,,,,,,,,,,,,"$1,370.37",,,,"$2,968,577.86",,,,,,,,,,,$920.50
4,115227871,Reach Cyber CS,Dauphin,"$53,482,411.89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$197,707.40",,,,,,,,,,,,,,,,,,,"$53,271,141.00",,,,,,,,,,,"$13,563.49"
4,115223050,Sylvan Heights Science CS,Dauphin,"$2,690,119.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$969.00,,"$4,471.00",,,,,"$21,286.00",,,,,,,,$501.00,,,,"$2,660,420.00",,,,,,,,,"$1,914.00",,$558.00
4,125236827,Chester Charter Scholars Academy CS,Delaware,"$9,292,823.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$58,931.00",,"$31,179.00",,,,,,,,,,,,,"$184,089.00",,,,"$9,017,037.00",,,,,,,,,,,"$1,587.00"
4,125232950,Chester Community CS,Delaware,"$76,640,482.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$37,256.67",,,"$10,539.39",,,,"$824,268.00",,,,,,,$140.00,"$57,175.20",,,,"$75,383,908.05",,,,,,,,,"$53,486.84",,"$273,708.10"
4,125233517,Vision Academy CS,Delaware,"$5,472,578.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$571.00,,,,"$5,437,313.00",,,,,,,,,,,"$34,694.00"
4,125230002,Widener Partnership CS,Delaware,"$5,479,070.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,483.01","$22,800.50",,,,,,,,,,,,,,,,,,"$5,448,499.34",,,,,,,,,,,$287.23
4,105257512,Erie Rise Leadership Academy CS,Erie,"$5,478,681.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,840.00",,"$172,094.00",,,,,,,,,,,,,,,,,"$5,304,432.00",,,,,,,,,,,$315.00
4,105250004,Montessori Regional CS,Erie,"$6,313,617.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,087.00",,,,,,,"$57,582.00",,,,,"$7,969.00",,,"$16,077.00",,,,"$6,193,313.00",,,,,,,,,,,"$33,589.00"
4,105250001,Perseus House CS of Excellence,Erie,"$7,679,105.81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,494.10",,,,,,,,,,,,"$19,125.39",,,"$62,704.50",,,,"$7,524,024.55",,,,,,,,,,,"$70,757.27"
4,105252920,Robert Benjamin Wiley Community CS,Erie,"$6,661,582.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$18,136.53",,,,,,"$251,592.91","$110,648.56",,,,,,,,"$12,816.15",,,,"$6,107,161.51",,,,"$30,063.24",,,,,,,"$131,163.16"
4,111440001,New Day CS,Huntingdon,"$2,513,674.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,620.73",,,,,,,"$78,802.85",,,,,,,,,,$150.00,,"$2,423,514.71",,,,,,,,,,,"$1,586.23"
4,111315438,Stone Valley Community CS,Huntingdon,"$1,061,653.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$179.01,"$7,212.07",,,,,,"$17,881.03",,,,,,,$360.00,"$10,088.00",,,,"$1,012,604.67",,,,,,,,$721.25,,,"$12,607.38"
4,119350001,Fell CS,Lackawanna,"$1,968,221.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,968,221.00",,,,,,,,,,,
4,119355028,Howard Gardner Multiple Intelligence CS,Lackawanna,"$3,585,548.51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,461.87","$4,322.18","$18,818.00",,,,,,,,,,,,,"$28,699.92","$3,116.00",,,"$3,523,130.54",,,,,,,,,,,
4,113362940,La Academia Partnership CS,Lancaster,"$4,173,320.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$187,312.00",,,,"$3,986,008.00",,,,,,,,,,,
4,121395927,Arts Academy CS,Lehigh,"$5,045,746.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$31,995.85",,,,,"$57,889.53",,,,,,"$14,354.10",,"$10,877.50",,,,"$4,928,070.78",,,,,,,,,,,"$2,558.50"
4,121399898,Arts Academy Elementary CS,Lehigh,"$5,805,602.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,303.39",,$89.00,,,,,"$65,689.77",,,,,,,,"$1,945.54",,,,"$5,630,432.60",,,,,,,,,"$103,822.47",,$320.19
4,121394017,Circle of Seasons CS,Lehigh,"$6,899,756.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,500.31",,,,,"$77,746.09",,,,,,,,"$19,739.83",,,,"$6,772,236.73",,,,,,,,,,,"$19,533.37"
4,121398065,Executive Education Academy CS,Lehigh,"$16,775,260.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,709.00","$3,055.00","$46,553.00",,,,,"$157,172.00",,,,,,,$400.00,"$11,885.00",,"$2,823.00",,"$16,543,983.00",,,,,,,,,,,"$5,680.00"
4,121395526,Innovative Arts Academy CS,Lehigh,"$7,208,552.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$76,796.57",,,,,,,,,,,,"$7,131,609.48",,,,,,,,,,,$145.95
4,175390169,Lincoln Leadership Academy CS,Lehigh,"$10,729,852.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$76,828.07",,"$63,484.16",,,,,,,,,,,,,"$18,978.57",,,,"$10,569,224.41",,,,,,,,,,,"$1,337.57"
4,121393330,Roberto Clemente CS,Lehigh,"$7,235,921.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,152.00",,"$5,914.00",,,,,,,,,,,,,"$4,000.00",,,,"$7,223,636.00",,,,,,,,,,,"$1,219.00"
4,188392660,Seven Generations CS,Lehigh,"$4,806,985.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$7.00,,,,,,,,,,,,,,,"$89,004.00",,,,"$4,664,218.00",,,,,,,,,,,"$53,756.00"
4,118400001,Bear Creek Community CS,Luzerne,"$6,604,363.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,180.57",,,,,,,,,,,,,,,,,,,"$6,584,165.74",,,,,,,,,,,"$7,016.76"
4,104432830,Keystone Education Center CS,Mercer,"$3,644,771.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$19,765.31",,,,,,"$79,149.08",,,,,,,,,$972.00,,,,"$3,543,194.42",,,,,,,,,,,"$1,690.60"
4,120450003,Evergreen Community CS,Monroe,"$1,755,469.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,848.00","$32,889.00",,,,,"$7,936.00",,,,,,,,"$32,655.00",,,,"$1,673,146.00",,,,,,,,,,,"$6,995.00"
4,126510020,Agora Cyber CS,Montgomery,"$90,254,608.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$178,704.00",,,,,,,"$1,628,423.00",,,,,,,,"$1,600.00",,,,"$88,406,531.00",,,,,,,,,"$4,062.00",,"$35,288.00"
4,123460001,Pennsylvania Virtual CS,Montgomery,"$32,384,268.10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$43,848.99",,"$4,258.64",,,,,"$393,401.53",,,,,,,,$218.40,,,,"$30,847,098.98",,,,,,,,,"$903,772.92",,"$191,668.64"
4,123463370,Souderton CS Collaborative,Montgomery,"$3,848,882.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,911.00",,,,,,,"$35,951.00",,,,,,,,"$57,346.00",,,,"$3,724,419.00",,,,,,,,,,,"$17,255.00"
4,120486892,Easton Arts Academy Elementary CS,Northampton,"$5,477,570.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,109.00",,,,,,,,,,,,,"$2,671.00",,,,"$5,449,659.00",,,"$15,450.00",,,,,,,,"$3,681.00"
4,120480002,Lehigh Valley Academy Regional CS,Northampton,"$25,543,684.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$63,742.00",,"$30,951.00",,,,,"$231,559.00",,,,,,,,"$47,369.00","$157,856.00","$2,100.00",,"$25,008,718.00",,,,,,,,,"$1,104.00",,$285.00
4,120483170,Lehigh Valley Charter High School for the Arts,Northampton,"$9,251,900.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,400.72","$7,636.63","$113,125.27",,,,,"$57,537.31",,,,,,,"$3,240.00","$28,476.00",,"$1,320.00",,"$8,931,713.85",,,"$10,776.73",,,,,,,,"$93,673.93"
4,139481451,Lehigh Valley Dual Language CS,Northampton,"$5,514,039.54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,003.49",,"$10,248.08",,,,,"$28,768.66",,,,,,,"$15,327.04","$1,100.00",,,,"$5,446,592.27",,,,,,,,,,,
4,126514368,ACT Academy Cyber CS,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,126510015,Ad Prima CS,Philadelphia,"$9,027,973.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,654.00","$36,477.00","$16,850.00",,,,,,,,,,,,,"$16,860.00",,,,"$8,944,275.00",,,,,,,,,,,"$4,857.00"
4,126512990,Alliance for Progress CS,Philadelphia,"$7,117,433.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,104.00",,"$26,228.00",,,,,,,,,,,,,$13.00,,,,"$6,841,696.00",,,,,,,,,,,"$240,392.00"
4,104510394,Antonia Pantoja Community CS,Philadelphia,"$11,273,911.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,454.00",,"$253,255.00",,,,,,,,,,,,,,,,,"$11,011,202.00",,,,,,,,,,,
4,181519176,ASPIRA Bilingual Cyber CS,Philadelphia,"$8,065,250.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,658.00",,$736.00,,,,,,,,,,,,,$58.00,,,,"$8,048,633.00",,,,,,,,,"$10,165.00",,
4,126510010,Belmont CS,Philadelphia,"$13,607,554.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$33,818.00",,,,,,,,,,,,,,,,,"$13,543,662.00",,,,,,,,,,,"$30,074.00"
4,185515523,Boys Latin of Philadelphia CS,Philadelphia,"$12,110,491.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,389.00",,"$17,709.00",,,,,,,,,,,,,"$992,278.00",,,,"$11,073,960.00",,,,,,,,,,,"$16,155.00"
4,126513190,Charter High School for Architecture and Design,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,126513160,Christopher Columbus CS,Philadelphia,"$11,745,177.74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$30,956.24",,,,,,,,,,,,,,,,,,,"$11,373,445.17",,,,,,,,,,,"$340,776.33"
4,126512840,Community Academy of Philadelphia CS,Philadelphia,"$18,427,195.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$63,848.00",,"$150,201.00",,,,,"$270,095.00",,,,,,,"$183,655.00","$7,041.00",,,,"$17,713,090.00",,,,,,,,,,,"$39,265.00"
4,126516724,Deep Roots CS,Philadelphia,"$4,976,793.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,600.00",,,,,,,,,,,,,"$491,106.00",,,,"$4,480,495.00",,,,,,,,,"$2,592.00",,
4,126510011,Discovery CS,Philadelphia,"$8,201,741.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$76,114.00",,,,,,,"$74,973.00",,,,,,,"$14,754.00","$25,728.00",,,,"$7,970,771.00",,,,,,,,,,,"$39,401.00"
4,126513440,Esperanza Academy CS,Philadelphia,"$22,821,127.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,730.00","$106,398.00","$29,492.00",,"$27,950.00",,,"$250,870.00",,,,,"$178,269.00",,,"$60,238.00",,"$5,809.00",,"$22,158,371.00",,,,,,,,,,,
4,126511563,Esperanza Cyber CS,Philadelphia,"$7,318,719.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,227.00",,"$1,626.00",,,,,,,,,,,,,$131.00,,$200.00,,"$7,303,535.00",,,,,,,,,,,
4,126513100,Eugenio Maria De Hostos CS,Philadelphia,"$8,705,015.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,132.00",,"$55,117.00",,,,,,,,,,,,,"$2,250.00",,,,"$8,322,149.00",,,,,,,,,"$5,432.00",,"$314,935.00"
