Cat,AUN,school_district,county,total_local_rev,real_estate_revenue,Interim Real Estate Taxes 6112,Public Utility Realty Tax 6113,Payment in Lieu State & Local 6114,Payment in Lieu Federal 6115,"Per Capita, Section 679 6120",Current Act 1 Earned Income Tax 6131,Current Act 511 Per Capita Taxes 6141,Current Act 511 Occupation Taxes-Flat Rate 6142,Current Act 511 Local Services Taxes 6143,Current Act 511 Business Privilege Taxes-Flat Rate 6145,Current Act 511 Mechanical Device Taxes-Flat Rate 6146,Current Act 511 Taxes-Other Flat Rate Assessments 6149,Current Act 511 Earned Income Taxes 6151,Current Act 511 Occupation Taxes 6152,Current Act 511 Real Estate Transfer Taxes 6153,Current Act 511 Amusement Taxes 6154,Current Act 511 Business Privilege Taxes 6155,Current Act 511 Mechanical Device Taxes-Percentage 6156,Current Act 511 Mercantile Taxes 6157,Current Act 511 Taxes-Other Proportional Assessments 6159,Earned Income Tax 6161,Liquor Sales Tax 6162,Cigarette Tax 6163,Sales and Use Tax 6164,General Business Taxes 6165,Business Use & Occupancy Tax 6166,Non-Business Income Tax 6167,Real Estate Transfer Tax 6168,Current Mercantile Taxes 6169,Delinquent Taxes 6400,Earnings on Investments 6500,Food Service Revenue 6600,Revenue from District Activities 6700,Revenue from Local Gov't Units 6810,State Revenue from Other Public Schools 6821,State Revenue from Intermediate Sources 6829,Federal Revenue from Other PA Public Schools  6831,Federal IDEA Revenue Received as Pass Through 6832,ARRA - IDEA Revenue received as Pass Through 6833,ARRA - WIA Revenue received as Pass Through 6834,ARRA - Title I Revenue Received as Pass Through 6835,ARRA - Race to the Top Revenue Received as Pass Through 6836,Federal Revenue from Intermediate Sources 6839,Other Revenue from Intermediate Sources 6890,Rentals 6910,Contributions from Private Sources 6920,Regular Day School Tuition 6941,Summer School Tuition 6942,Adult Education Tuition 6943,Receipts from Other LEAs in PA - Education 6944,Receipts from Out-of-State LEAs 6945,Receipts From Member Districts – AVTS / Special Program Jointure Only 6946,Other Tuition from Patrons 6949,Transportation Services Provided Other PA LEAs 6961,All Other Services Provided Other PA LEAs 6962,All Other Services Provided Other Govt's and LEAs Not Specified Elsewhere 6969,Services Provided Other Funds 6970,Revenue from Community Services Activities 6980,Refunds of a Prior Year Expenditure 6991,Energy Efficiency Revenues and Incentives 6992,Other Revenues Not Specified Elsewhere 6999
4,103020002,Propel CS-Homestead,Allegheny,"$9,314,359.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$20,749.00",,,,,,,"$137,347.00",,,,,"$7,000.00",,$180.00,"$164,922.00",,,,"$8,969,905.00",,,,,,,,,"$14,256.00",,
4,103020003,Propel CS-McKeesport,Allegheny,"$4,890,598.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,179.00",,,,,,,"$53,507.00",,,,,,,,"$99,858.00",,,,"$4,714,663.00",,,,,,,,,"$10,391.00",,
4,103020004,Propel CS-Montour,Allegheny,"$6,022,427.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$17,617.00",,,,,,,"$67,408.00",,,,,"$37,000.00",,$60.00,"$10,548.00",,,,"$5,875,284.00",,,,,,,,,"$14,459.00",,$51.00
4,103028192,Propel CS-Northside,Allegheny,"$6,679,416.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,023.00",,,,,,,"$68,356.00",,,,,,,"$1,680.00","$121,338.00",,,,"$6,479,968.00",,,,,,,,,"$6,957.00",,$94.00
4,103024162,Propel CS-Pitcairn,Allegheny,"$5,182,815.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,452.00",,,,,,,"$69,815.00",,,,,,,$405.00,"$30,051.00",,,,"$5,066,553.00",,,,,,,,,"$8,539.00",,
4,102027560,Provident CS,Allegheny,"$1,923,932.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,602.00",,,,,,,,,,,,,"$128,561.00",,,,"$1,791,540.00",,,,,$744.00,,,,$18.00,,"$1,467.00"
4,103023410,Spectrum CS,Allegheny,"$1,217,237.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$37,315.00",,,,,,,"$12,250.00","$309,099.00",,,,"$855,772.00",,,,,,,,,,,"$2,801.00"
4,103023090,Urban Academy of Greater Pittsburgh CS,Allegheny,"$3,535,963.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$76,360.00",,,,,,,,,,,,,,"$14,513.00","$21,140.00",,,,"$3,416,705.00",,,,,,,,,,,"$7,245.00"
4,102023080,Urban Pathways 6-12 CS,Allegheny,"$5,779,042.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,426.00",,,,,,,,,,,,,"$1,425.00",,,,"$5,665,158.00",,,,,,,,,"$2,573.00",,"$105,460.00"
4,103028246,Urban Pathways K-5 College Charter School,Allegheny,"$4,342,396.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,644.00",,,,,,,,,,,,,"$10,802.00",,,,"$4,325,817.00",,,,,,,,,,,$133.00
4,103020368,Young Scholars of McKeesport Charter School,Allegheny,"$1,873,634.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,133.00",,,,,,,,,,,,,$165.00,,,,"$1,866,088.00",,,,,,,,,,,$248.00
4,103025206,Young Scholars of Western Pennsylvania CS,Allegheny,"$4,670,205.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$317.00,,,,"$4,668,907.00",,,,,,,,,,,$981.00
4,127046517,Baden Academy CS,Beaver,"$6,980,008.80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$692.36,,,,,,,"$73,315.00",,,,,,,,"$91,000.00",,,,"$6,812,001.44",,,,,,,,,"$3,000.00",,
4,127040002,Lincoln Park Performing Arts CS,Beaver,"$9,769,265.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$632.00,,"$8,072.00",,,,,"$46,402.00",,,,,,,,"$1,467,776.00",,,,"$8,244,440.00",,,,,,,,,$158.00,,"$1,785.00"
4,127043430,Pennsylvania Cyber CS,Beaver,"$136,627,074.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$114,756.00",,,,,,,"$1,553,057.00",,,,,,,,$100.00,,,,"$134,280,454.38",,,,,,,,,"$617,677.94",,"$61,029.05"
4,108057079,HOPE for Hyndman CS,Bedford,"$2,842,444.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$2.25,"$10,359.09","$50,713.67",,,,,,,,,,,,,"$87,496.56",,,,"$2,693,873.21",,,,,,,,,,,
4,114060392,I-LEAD Charter School,Berks,"$5,321,114.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,930.00",,"$40,942.00",,,,,"$140,706.00",,,,,,,,"$45,684.00",,,,"$5,089,381.00",,,,,,,,,,,"$2,471.00"
4,108070001,Central PA Digital Learning Foundation CS,Blair,"$2,599,067.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$156.65,,,,,,,,,,,,,,,,,,,"$2,593,901.06",,,,,,,,,,,"$5,009.34"
4,122093460,Bucks County Montessori CS,Bucks,"$2,658,259.29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,349.39",,"$28,608.15",,,,,,,,,,,,,"$2,555.37",,,,"$2,622,076.86",,,,,,,,,,,$669.52
4,122090001,Center for Student Learning CS at Pennsbury,Bucks,"$2,757,551.49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,794.78",,,,,,,"$49,313.65",,,,,,,,,,,,"$2,698,193.06",,,,,,,,,,,"$6,250.00"
4,122093140,School Lane CS,Bucks,"$17,265,485.57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$181,385.64",,"$26,632.52",,,,,,,,,,,,,"$2,896.86",,,,"$17,014,211.24",,,,,,,,,,,"$40,359.31"
4,110143060,Centre Learning Community CS,Centre,"$1,493,192.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$394.00,,,,,,,,,,,,,,"$7,775.00",,,,,"$1,444,210.00",,,,,,,,,,,"$40,813.00"
4,110143120,Nittany Valley CS,Centre,"$697,200.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$94.00,,,,,,,,,,,,,,,$547.00,,,,"$684,682.00",,,,,,,,,,,"$11,877.00"
4,110143310,Wonderland CS,Centre,"$1,277,667.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$167.00,,,,,,,,,,,,,,,$500.00,,,,"$1,277,000.00",,,,,,,,,,,
4,110140001,Young Scholars of Central PA CS,Centre,"$4,846,816.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$628.00,,,,,,,,,,,,,,$185.00,$700.00,,,,"$4,813,220.00",,,"$23,785.00",,,,,,,,"$8,298.00"
4,124150002,21st Century Cyber CS,Chester,"$12,807,718.82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$18,612.67",,,,,,,,,,,,"$91,296.44",,,,,"$6,242.32",,"$12,683,880.22",,,,,,,,,,,"$7,687.17"
4,125230001,Achievement House CS,Chester,"$7,240,930.65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,157,950.65",,,,,,,,,,,"$82,980.00"
4,124150003,Avon Grove CS,Chester,"$22,509,800.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,796.00",,"$257,451.00",,,,,"$266,540.00",,,,,,,"$9,550.00","$72,120.00",,,,"$21,785,730.00",,,,,,,,,,,"$110,613.00"
4,124152880,Chester Co Family Academy CS,Chester,"$1,621,299.45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,589.25",,,,,,,,,,,,,,,"$120,110.13",,,,"$1,498,600.07",,,,,,,,,,,
4,124153320,Collegium CS,Chester,"$41,887,332.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$23,196.00",,,,,,,,"$364,885.00",,,,,,,"$3,292.00",,,,"$41,436,719.00",,,,,,,,,"$8,303.00","$1,053.00","$49,884.00"
4,124150004,Pennsylvania Leadership Charter School,Chester,"$34,135,110.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,353.00",,"$73,455.00",,,,,,,,,,,,,,,,,"$34,051,813.00",,,,,,,,,,,$489.00
4,124153350,Renaissance Academy CS,Chester,"$16,231,606.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,526.00",,,,,,,"$158,291.00",,,,,,,"$9,805.00","$32,754.00",,"$5,364.00",,"$16,013,368.00",,,,,,,,,,,"$7,498.00"
4,101833400,Sugar Valley Rural CS,Clinton,"$7,690,794.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,234.78",,"$7,202.45",,,,,"$144,884.34",,,,,,,,$308.24,,,,"$7,520,402.14",,,,,,,,,,,"$10,762.55"
4,116493130,Susq-Cyber CS,Columbia,"$1,105,973.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$38,600.00",,,,,,,,,,,,"$1,064,230.00",,,,,,,,,,,"$3,143.00"
4,115227010,Capital Area School for the Arts Charter School,Dauphin,"$2,782,085.80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$155.00,,"$34,452.36",,,,,"$16,289.96",,,,,,,,"$446,920.82",,"$1,835.00",,"$2,282,209.04",,,,,,,,,$24.87,,$198.75
4,115220002,Commonwealth Charter Academy CS,Dauphin,"$118,967,602.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$71,141.87",,"$7,993.26",,,,,"$1,743,321.13",,,,,,,"$171,400.00",$500.00,,,,"$116,686,602.70",,,,,,,,,"$286,643.87",,
4,115220001,Infinity CS,Dauphin,"$1,750,345.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,996.00",,,,,,,"$11,636.00",,,,,,,,"$61,955.00",,,,"$1,674,451.00",,,,,,,,,,,$307.00
4,115222343,Premier Arts and Science Charter School,Dauphin,"$3,196,976.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$69.00,,"$11,820.00",,,,,,,,,,,,,,,,,"$3,185,087.00",,,,,,,,,,,
4,115227871,Reach Cyber CS,Dauphin,"$10,000,238.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,000,218.66",,,,,,,,,,,$20.00
4,115223050,Sylvan Heights Science CS,Dauphin,"$2,743,773.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,921.00",,,,,,,"$35,199.00",,,,,,"$20,477.00",,"$3,865.00",,,,"$2,677,212.00",,,,,,,,,,,"$3,099.00"
4,125232950,Chester Community CS,Delaware,"$52,662,137.94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$26,024.81",,,"$15,692.37",,,,"$649,553.00",,,,,,,$70.00,"$27,239.22",,,,"$51,518,745.91",,,,,,,,,,,"$424,812.63"
4,125236827,Chester CS for the Arts,Delaware,"$7,733,220.86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$26.28,,"$12,018.20",,,,,"$48,072.00",,,,,,,,"$601,000.00",,,,"$7,069,998.56",,,,,,,,,,,"$2,105.82"
4,125233517,Vision Academy Charter School,Delaware,"$2,899,409.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$709.00,,,,"$2,889,786.00",,,,,,,,,,,"$8,914.00"
4,125230002,Widener Partnership CS,Delaware,"$6,025,741.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,312.33","$32,311.62",,,,,,,,,,,,,,,,,,"$5,965,130.36",,,,,,,,,,,"$24,987.06"
4,105257512,Erie Rise Leadership Academy Charter School,Erie,"$3,994,306.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,122.00",,"$125,777.00",,,,,,,,,,,,,$650.00,,,,"$3,846,821.00",,,,,,,,,,,"$18,936.00"
4,105250004,Montessori Regional CS,Erie,"$5,008,159.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,419.00",,,,,,,"$55,772.00",,,,,,,,$76.00,,,,"$4,937,862.00",,,,,,,,,,,"$10,030.00"
4,105250001,Perseus House CS of Excellence,Erie,"$6,888,394.80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,304.50",,,,,,,,,,,,"$14,762.20",,,"$30,548.00",,,,"$6,764,360.66",,,,,,,,,$957.40,,"$75,462.04"
4,105252920,Robert Benjamin Wiley Community CS,Erie,"$4,926,936.79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,158.02",,,,,,"$212,411.00","$130,120.62",,,,,,,,,,,,"$4,499,113.09",,,,,,,,,,,"$69,134.06"
4,111440001,New Day Charter School,Huntingdon,"$2,260,534.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$924.65,,,,,,,"$60,623.38",,,,,,,,,,"$1,615.00",,"$2,194,715.67",,,,,,,,,"$2,303.75",,$351.64
4,111315438,Stone Valley Community CS,Huntingdon,"$863,214.92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$82.28,"$6,683.54",,,,,,,,,,,,,,"$15,472.63",,,,"$839,022.47",,,,,,,,"$1,836.00",,,$118.00
4,119350001,Fell CS,Lackawanna,"$1,932,070.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,143.00",,,,,,,,,,,,,,,,,"$1,929,351.00",,,,,,,,,,,"$1,576.00"
4,119355028,Howard Gardner Multiple Intelligence CS,Lackawanna,"$2,820,929.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,748.40",,"$69,909.46",,,,,,,,,,,,,"$4,504.00",,,,"$2,741,230.22",,,,,,,,,,,"$3,537.64"
4,113362940,La Academia Partnership Charter School,Lancaster,"$2,873,724.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$80,413.77",,,,"$2,774,114.84",,,,,,,,,,,"$19,195.58"
4,121395927,Arts Academy CS,Lehigh,"$4,699,554.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$155,486.30",,,,,,,,,,,,,,,,,"$4,544,067.93",,,,,,,,,,,
4,121399898,Arts Academy Elementary Charter School,Lehigh,"$4,492,218.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$457.65,,,,,,,"$30,465.00",,,,,,,,"$35,795.82",,,,"$4,425,499.53",,,,,,,,,,,
4,121394017,Circle of Seasons Charter School,Lehigh,"$4,014,263.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.89,,"$5,108.70",,,,,,,,,,,,,"$83,226.21",,,,"$3,876,304.11",,,,,,,,,"$46,161.70",,"$3,461.39"
4,121398065,Executive Education Academy Charter School,Lehigh,"$11,344,024.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$587.00,,$367.00,,,,"$8,448.00","$112,026.00",,,,,,,"$20,867.00",,,,,"$11,183,092.00",,,,,,,,,,,"$18,637.00"
4,121395526,Innovative Arts Academy CS,Lehigh,"$2,735,152.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,701.16",,,,,,,,,,,,,$100.00,,,,"$2,729,011.25",,,,,,,,,,,"$3,339.99"
4,175390169,Lincoln Leadership Academy Charter School,Lehigh,"$8,004,892.38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$49,429.73",,"$125,866.27",,,,,,,,,,,,,"$8,853.79",,,,"$7,799,969.34",,,,,,,,,,,"$20,773.25"
4,121393330,Roberto Clemente CS,Lehigh,"$3,458,031.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$520.00,,"$3,617.00",,,,,,,,,,,,,"$19,374.00",,,,"$3,434,042.00",,,,,,,,,,,$478.00
4,121391526,Roberto Clemente Elementary Charter School,Lehigh,"$3,046,799.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,151.00",,,,,,,,,,,,,"$1,950.00",,,,"$3,029,898.00",,,,,,,,,,,"$2,800.00"
4,188392660,Seven Generations Charter School,Lehigh,"$3,780,235.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$171.00,,"$8,396.00",,,,,,,,,,,,,"$11,805.00",,,,"$3,718,159.00",,,,,,,,,"$33,252.00",,"$8,452.00"
4,118400001,Bear Creek Community CS,Luzerne,"$6,280,047.91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,402.74",,,,,,,,,,,,,,,,,,,"$6,261,146.31",,,,,,,,,,,"$9,498.86"
4,104432830,Keystone Education Center CS,Mercer,"$3,360,002.45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,374.54",,,,,,,"$91,590.00",,,,,,,,"$10,556.79",,,,"$3,206,322.80",,,,,,,,,,,"$50,158.32"
4,120450003,Evergreen Community CS,Monroe,"$1,489,190.95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$63.24,"$3,054.75","$26,834.79",,,,,,,,,,,,,,,,,"$1,459,016.17",,,,,,,,,,,$222.00
4,126510020,Agora Cyber CS,Montgomery,"$93,851,918.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$19,307.00",,,,,,,"$1,984,589.00",,,,,,,,"$77,233.00",,,,"$91,689,396.00",,,,,,,,,,,"$81,393.00"
4,123460001,Pennsylvania Virtual CS,Montgomery,"$28,234,506.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$21,546.94",,"$1,126.00",,,,,"$392,394.33",,,,,,,,$309.10,,,,"$27,814,441.46",,,,,,,,,,,"$4,688.61"
4,123463370,Souderton CS Collaborative,Montgomery,"$2,964,763.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,172.00",,,,,,,"$24,525.00",,,,,,,,"$42,954.00",,,,"$2,869,209.00",,,,,,,,,,,"$26,903.00"
4,120480002,Lehigh Valley Academy Regional CS,Northampton,"$20,175,342.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$55,712.00",,,,,"$156,000.00",,,,,,,,"$159,815.00","$198,921.00","$2,600.00",,"$19,578,218.00",,,,,,,,,"$15,625.00",,"$8,451.00"
4,120483170,Lehigh Valley Charter High School for the Arts,Northampton,"$7,928,969.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,563.37","$18,296.62","$189,668.99",,,,"$39,089.13",,,,,,,,"$30,745.00","$146,760.94",,"$1,250.00",,"$7,359,812.79",,,"$20,014.90",,,,,,,,"$120,767.93"
4,139481451,Lehigh Valley Dual Language Charter School,Northampton,"$5,088,873.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$966.28,,"$39,465.95",,,,,,,,,,,,,,,,,"$5,048,441.00",,,,,,,,,,,
4,126514368,ACT Academy Cyber CS,Philadelphia,"$1,586,308.61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$135.47,,,,,,,,,,,,,,,,,,,"$1,584,130.08",,,,,,,,,,,"$2,043.06"
4,126510015,Ad Prima CS,Philadelphia,"$6,772,680.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$20,158.00","$45,124.00","$7,627.00",,,,,,,,,,,,,,,,,"$6,693,218.00",,,,,,,,,,,"$6,553.00"
4,126512990,Alliance for Progress CS,Philadelphia,"$4,687,025.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$76.00,,"$88,932.00",,,,,,,,,,,,,"$49,365.00",,,,"$4,518,149.00",,,,,,,,,,,"$30,503.00"
4,104510394,Antonia Pantoja Community Charter School,Philadelphia,"$9,824,708.58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,968.33","$402,899.23",,,,,,,,,,,,,,,,,"$9,417,841.02",,,,,,,,,,,
4,168518013,ARISE Academy Charter High School,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,181519176,ASPIRA Bilingual Cyber Charter School,Philadelphia,"$4,186,508.91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,258.44",,,,,,,,,,,,,,,,,"$4,178,501.90",,,,,,,,,,,$748.57
4,126510010,Belmont Charter School,Philadelphia,"$7,819,048.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,841.00",,"$218,128.00",,,,,,,,,,,,,,,,,"$7,598,079.00",,,,,,,,,,,
4,185515523,Boys Latin of Philadelphia CS,Philadelphia,"$9,717,209.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,304.92","$11,558.00","$29,661.00",,,,,"$83,365.08",,,,,,,,"$1,662,088.38",,,,"$7,863,275.17",,,,,,,,,,,"$63,956.68"
4,126513190,Charter High School for Architecture and Design,Philadelphia,"$6,798,520.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$121.00,,$116.00,,,,,,,,,,,"$50,176.00",,"$360,734.00",,"$7,280.00",,"$6,356,651.00",,,,,,,,,"$22,517.00",,$925.00
4,126513160,Christopher Columbus CS,Philadelphia,"$8,297,598.98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$30,816.62",,,,,,,,,,,,,,,,,,,"$7,915,743.28",,,,,,,,,,,"$351,039.08"
4,126512840,Community Academy of Philadelphia CS,Philadelphia,"$14,553,138.71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$19,075.62",,"$229,983.35",,,,,"$225,854.39",,,,,,,"$176,030.64","$2,340.70",,,,"$13,879,194.00",,,,,,,,,,,"$20,660.01"
4,126513470,Delaware Valley CHS,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,126510011,Discovery Charter School,Philadelphia,"$8,271,085.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,183.00",,"$153,005.00",,,,,"$94,532.00",,,,,,,,"$54,660.00",,,,"$7,868,469.00",,,,,,,,"$36,146.00",,,"$55,090.00"
4,177518712,Eastern University Academy Charter School,Philadelphia,"$3,843,260.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$34,238.00",,,,"$3,769,922.00",,,,,,,,,"$36,388.00",,"$2,712.00"
4,126513440,Esperanza Academy Charter School,Philadelphia,"$16,556,962.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$287.00,"$155,639.00","$53,206.00",,"$53,000.00",,,"$260,648.00",,,,,"$52,949.00",,,"$100,042.00",,"$10,722.00",,"$15,870,255.00",,,,,,,,,$214.00,,
4,126511563,Esperanza Cyber CS,Philadelphia,"$2,249,357.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$384.00,,,,,"$29,547.00",,,,,,,,"$3,713.00",,,,"$2,215,660.00",,,,,,,,,$53.00,,
4,126513100,Eugenio Maria De Hostos CS,Philadelphia,"$6,314,372.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$69,368.94","$88,609.68",,,,,,,,,,,,,$16.25,,,,"$6,147,041.92",,,,,,,,,,,"$9,336.08"
4,100510000,First Philadelphia Preparatory Charter School,Philadelphia,"$21,439,170.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,162.00",,,,,,,"$294,416.00",,,,,,"$64,514.00",,,,,,"$20,727,471.00",,,,,,,,"$195,646.00","$36,331.00",,"$119,630.00"
4,126510021,Folk Arts-Cultural Treasures CS,Philadelphia,"$5,486,764.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,276.00",,,,,,,"$66,481.00",,,,,,,"$12,110.00","$287,203.00",,,,"$5,115,159.00",,,,,,,,,,,"$2,535.00"
4,147513703,Franklin Towne Charter Elementary School,Philadelphia,"$9,629,018.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,321.00","$162,460.00","$124,237.00",,,,,,,,,,,,,,,,,"$9,186,681.00",,,,,,,,,,,"$151,319.00"
4,126513450,Franklin Towne CHS,Philadelphia,"$14,490,334.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,272.00","$212,114.00","$544,660.00",,,,,,,,,,,,,,,,,"$11,915,805.00",,,,,,,,,,,"$1,810,483.00"
4,126518547,Frederick Douglass Mastery Charter School,Philadelphia,"$10,117,948.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,472.00","$9,402.00",,,,,"$142,459.00",,,,,,,,"$662,276.00",,,,"$8,974,565.00",,,,,,,,,,,"$327,774.00"
4,126513270,Freire CS,Philadelphia,"$11,463,267.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-$1,080.00",,"$127,019.00",,,,,,,,,,,,,"$275,883.00",,,,"$11,032,949.00",,,,,,,,,,,"$28,496.00"
4,126513380,Global Leadership Academy CS,Philadelphia,"$7,965,902.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,852.00",,$410.00,,,,,"$79,144.00",,,,,,,,,,,,"$7,094,232.00",,,"$2,850.00",,"$410,832.00",,,,"$108,057.00",,"$260,525.00"
4,126518004,Global Leadership Academy CS Southwest at Huey,Philadelphia,"$7,018,538.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$19.00,,,"$925,000.00",,,,,,,,,,,,,,,,"$5,988,132.00",,,,,,,,,,,"$105,387.00"
4,126510005,Green Woods CS,Philadelphia,"$6,511,535.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,116.00",$105.00,$211.00,,,,,,,,,,,,,"$33,830.00",,,,"$6,470,980.00",,,,,,,,,"$2,293.00",,
