Cat,AUN,school_district,county,total_local_rev,real_estate_revenue,Interim Real Estate Taxes 6112,Public Utility Realty Tax 6113,Payment in Lieu State & Local 6114,Payment in Lieu Federal 6115,"Per Capita, Section 679 6120",Current Act 1 Earned Income Tax 6131,Current Act 511 Per Capita Taxes 6141,Current Act 511 Occupation Taxes-Flat Rate 6142,Current Act 511 Local Services Taxes 6143,Current Act 511 Business Privilege Taxes-Flat Rate 6145,Current Act 511 Mechanical Device Taxes-Flat Rate 6146,Current Act 511 Taxes-Other Flat Rate Assessments 6149,Current Act 511 Earned Income Taxes 6151,Current Act 511 Occupation Taxes 6152,Current Act 511 Real Estate Transfer Taxes 6153,Current Act 511 Amusement Taxes 6154,Current Act 511 Business Privilege Taxes 6155,Current Act 511 Mechanical Device Taxes-Percentage 6156,Current Act 511 Mercantile Taxes 6157,Current Act 511 Taxes-Other Proportional Assessments 6159,Earned Income Tax 6161,Liquor Sales Tax 6162,Cigarette Tax 6163,Sales and Use Tax 6164,General Business Taxes 6165,Business Use & Occupancy Tax 6166,Non-Business Income Tax 6167,Real Estate Transfer Tax 6168,Current Mercantile Taxes 6169,Delinquent Taxes 6400,Earnings on Investments 6500,Food Service Revenue 6600,Revenue from District Activities 6700,Revenue from Local Gov't Units 6810,State Revenue from Other Public Schools 6821,State Revenue from Intermediate Sources 6829,Federal Revenue from Other PA Public Schools  6831,Federal IDEA Revenue Received as Pass Through 6832,ARRA - Race to the Top received as Pass Through 6836,Federal Cares Act Revenue Received as Pass Through 6837,Federal Revenue from Intermediate Sources 6839,Other Revenue from Intermediate Sources 6890,Rentals 6910,Contributions from Private Sources 6920,Regular Day School Tuition 6941,Summer School Tuition 6942,Adult Education Tuition 6943,Receipts from Other LEAs in PA - Education 6944,Receipts from Out-of-State LEAs 6945,Receipts From Member Districts – AVTS / Special Program Jointure Only 6946,Other Tuition from Patrons 6949,Transportation Services Provided Other PA LEAs 6961,All Other Services Provided Other PA LEAs 6962,All Other Services Provided Other Govt's and LEAs Not Specified Elsewhere 6969,Services Provided Other Funds 6970,Revenue from Community Services Activities 6980,Refunds of a Prior Year Expenditure 6991,Energy Efficiency Revenues and Incentives 6992,Other Revenues Not Specified Elsewhere 6999
4,103020002,Propel CS-Homestead,Allegheny,"$12,250,570.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,449.00",,,,,,,"$159,814.00",,,,,,"$111,848.00",,,,"$11,936,513.00",,,,,,,,,"$35,576.00",,"$4,370.00"
4,103020003,Propel CS-McKeesport,Allegheny,"$5,447,492.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$386.00,,$78.00,,,,,"$71,516.00",,,,,,"$16,989.00",,,,"$5,357,792.00",,,,,,,,,,,$731.00
4,103020004,Propel CS-Montour,Allegheny,"$14,911,179.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,020.00",,"$1,636.00",,,,,"$148,704.00",,,,,,"$37,484.00",,,,"$14,720,988.00",,,,,,,,,,,"$1,347.00"
4,103028192,Propel CS-Northside,Allegheny,"$8,488,204.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$878.00,,,,,,,"$82,364.00",,,,,,"$16,747.00",,,,"$8,388,165.00",,,,,,,,,,,$50.00
4,103024162,Propel CS-Pitcairn,Allegheny,"$5,056,021.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$63,628.00",,,,,,"$3,627.00",,,,"$4,988,436.00",,,,,,,,,$250.00,,$80.00
4,102027560,Provident CS,Allegheny,"$9,925,683.81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$118,392.91",,"$2,501.83",,,,,"$203,236.95",,,,,,"$43,423.22",,,,"$9,550,668.95",,,,,,,,,$555.00,,"$6,904.95"
4,103023410,Spectrum CS,Allegheny,"$1,281,967.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$62,372.00",,,,,,"$14,771.00",,,,"$1,194,068.00",,,,,,,,,"$6,669.00",,"$4,087.00"
4,102020003,The New Academy CS,Allegheny,"$3,400,994.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$79,851.00",,,,,,,,,,"$3,321,143.00",,,,,,,,,,,
4,103023090,Urban Academy of Greater Pittsburgh CS,Allegheny,"$6,553,859.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$226,000.00",,"$2,307.00",,,,,,,,,,"$25,080.00","$12,403.00",,,,"$6,272,288.00",,,,,,,,,,,"$15,781.00"
4,102023080,Urban Pathways 6-12 CS,Allegheny,"$7,295,597.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$47.00,,,,,,,,,,,,,"$25,125.00",,,,"$7,247,238.00",,,,,,,,,"$7,634.00",,"$15,553.00"
4,103028246,Urban Pathways K-5 College CS,Allegheny,"$7,872,329.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,172.00",,,,,,,,,,,,,"$3,015.00",,,,"$7,863,121.00",,,,,,,,,"$4,021.00",,
4,103028425,Westinghouse Arts Academy CS,Allegheny,"$4,267,516.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,011.88",,,,,"$77,137.72",,,,,,"$9,913.00",,,,"$4,142,105.23",,,,,,,,,$613.73,,"$34,734.76"
4,103020368,Young Scholars of Greater Allegheny CS,Allegheny,"$4,916,411.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,824.00",,,,,,,,,,,,,,,"$4,879,347.00",,,,,,,,,,,"$11,240.00"
4,103025206,Young Scholars of Western Pennsylvania CS,Allegheny,"$7,071,305.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$20,524.00",,$569.00,,,,,,,,,,,,,,,"$7,031,778.00",,,,,,,,,,,"$18,434.00"
4,127046517,Baden Academy CS,Beaver,"$9,389,696.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,913.38",,$162.38,,,,,"$106,166.00",,,,,,"$1,198.01",,,,"$9,255,923.49",,,,,,,,,"$15,332.87",,
4,127040002,Lincoln Park Performing Arts CS,Beaver,"$10,537,900.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$37,455.00",,"$1,350.00",,,,,"$72,843.00",,,,,,"$137,359.00",,,,"$10,289,038.00",,,,,,,,,,,-$145.00
4,127043430,Pennsylvania Cyber CS,Beaver,"$183,722,554.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$298,739.89",,,,,,,"$1,878,665.90",,,,,,"$3,582.05",,,,"$180,537,690.40",,,,,,,,,"$889,067.44",,"$114,809.09"
4,108057079,HOPE for Hyndman CS,Bedford,"$2,386,798.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,064.00","$21,892.00",,,,,,,,,,,"$1,919.00",,,,"$2,293,602.00",,,,,,,,,,,"$67,321.00"
4,108070001,Central PA Digital Learning Foundation CS,Blair,"$3,741,707.91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$865.58,,,,,,,"$58,210.04",,,,,,,,,,"$3,678,378.19",,,,,,,,,$112.00,,"$4,142.10"
4,122093460,Bucks County Montessori CS,Bucks,"$2,885,406.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,419.00","$12,416.00",,,,,,,,,,,$325.00,,,,"$2,864,085.00",,,,,,,,,,,"$3,161.00"
4,122090001,Center for Student Learning CS at Pennsbury,Bucks,"$3,409,696.63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$129.76,,,,,,,,,,,,,,,,,"$3,403,647.27",,,,,,,,,,,"$5,919.60"
4,122093140,School Lane CS,Bucks,"$19,764,028.29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,418.02",,"$8,121.00",,,,,,,,,,,$707.00,,,,"$19,691,387.44",,,,,,,,,,,"$60,394.83"
4,110143060,Centre Learning Community CS,Centre,"$1,317,852.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$207.00,,,,,,,,,,,,,,,,,"$1,306,438.00",,,,,,,,,,,"$11,207.00"
4,110143120,Nittany Valley CS,Centre,"$838,880.94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$48.00,,,,,,,,,,,,,"$7,667.00",,,,"$829,633.94",,,,,,,,,,,"$1,532.00"
4,110140001,Young Scholars of Central PA CS,Centre,"$6,715,221.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,158.00",,,,,,,,,,,,$100.00,"$10,518.00",,,,"$6,699,757.00",,,"$3,688.00",,,,,,,,
4,124150002,21st Century Cyber CS,Chester,"$36,339,560.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,520.19",,,,,,,,,,"$189,774.48",,,,,"$23,053.00",,"$36,118,852.01",,,,,,,,,,,"$5,360.67"
4,125230001,Achievement House CS,Chester,"$17,579,339.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$36,892.00",,"$1,137.00",,,,,,,,,,,$239.00,,,,"$17,526,149.00",,,,,,,,,,,"$14,922.00"
4,124150003,Avon Grove CS,Chester,"$29,179,645.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$43,106.00",,"$124,322.00",,,,,,,,,,,"$36,826.00",,,,"$28,827,918.00",,,,,,,,,,,"$147,473.00"
4,124152880,Chester Co Family Academy CS,Chester,"$1,170,470.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,560.00",,,,,,,,,,,,,"$99,156.00",,,,"$1,065,754.00",,,,,,,,,,,
4,124153320,Collegium CS,Chester,"$52,306,036.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,568.00",,,,,,,,,,,,,"$3,467.00",,,,"$52,171,148.00",,,,,,,,,,"$10,211.00","$117,642.00"
4,124152637,Insight PA Cyber CS,Chester,"$63,604,661.57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$517.08,,,,,,,,,,,,,,,,,"$63,604,144.49",,,,,,,,,,,
4,124150004,Pennsylvania Leadership CS,Chester,"$75,283,185.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$131,584.00",,"$44,922.00",,,,,,,,,,,$170.00,,,,"$75,047,184.00",,,,,,,,,"$59,325.00",,
4,124153350,Renaissance Academy CS,Chester,"$21,877,663.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,865.00",,,,,,,"$156,341.00",,"$146,977.00","$76,799.00",,$570.00,"$49,287.00",,,,"$19,083,998.00",,,,,,,,,,,"$2,358,826.00"
4,101833400,Sugar Valley Rural CS,Clinton,"$8,730,167.73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$101,308.50",,,,,,,"$140,169.58",,,,,,,,,,"$8,480,293.79",,,,,,,,,"$6,295.67",,"$2,100.19"
4,116493130,Susq-Cyber CS,Columbia,"$1,455,583.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$23,096.00",,,,,,,,,,"$1,423,937.00",,,,,,,,,,,"$8,550.00"
4,115227010,Capital Area School for the Arts CS,Dauphin,"$2,801,815.46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$617.62,,"$1,814.00",,,,,,,,,,,"$243,614.40",,"$1,050.00",,"$2,550,170.66",,,,,,,,,"$4,548.78",,
4,115220002,Commonwealth Charter Academy CS,Dauphin,"$289,417,946.71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$95,866.44",,"$21,602.44",,,,,"$2,612,071.10",,,,,"$504,291.23",$802.94,,,,"$285,324,428.61",,,,,,,,,"$188,531.78",,"$670,352.17"
4,115220001,Infinity CS,Dauphin,"$3,179,325.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$50,847.00",,,,,,,"$20,577.00",,,,,,"$61,887.00",,,,"$3,045,028.00",,,,,,,,,,,$986.00
4,115222343,Premier Arts and Science CS,Dauphin,"$3,159,600.64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$729.00,,,,,,,,,,,"$6,000.03",,,,"$3,152,871.61",,,,,,,,,,,
4,115227871,Reach Cyber CS,Dauphin,"$127,323,934.14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,239.98",,,,,,,,,,,,,,,,,"$127,306,598.80",,,,,,,,,,,"$5,095.36"
4,115223050,Sylvan Heights Science CS,Dauphin,"$2,894,526.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$713.00,,,,,,,"$20,577.00",,,,,,"$1,000.00",,,,"$2,855,884.00",,,,,,,,,"$13,928.00",,"$2,424.00"
4,125236827,Chester Charter Scholars Academy CS,Delaware,"$9,843,061.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$8,463.00",,"$5,329.00",,,,,,,,,,,"$302,489.00",,,,"$9,526,126.00",,,,,,,,,,,$654.00
4,125232950,Chester Community CS,Delaware,"$82,397,371.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,611.41",,,"$18,101.65",,,,"$961,877.52",,,,,$70.00,"$5,319,514.37",,,,"$74,700,730.58",,,,,,,,,"$447,560.11",,"$938,905.48"
4,125233517,Vision Academy CS,Delaware,"$5,945,113.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$521.00,,,,"$5,905,852.00",,,,,,,,,,,"$38,740.00"
4,125230002,Widener Partnership CS,Delaware,"$6,237,121.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$329.28,"$16,851.49",,,,,,,,,,,,"$8,630.00",,,,"$6,202,926.38",,,,,,,,,,,"$8,383.96"
4,105257512,Erie Rise Leadership Academy CS,Erie,"$4,949,126.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,557.00",,,,,,,,,,,,,$30.00,,,,"$4,944,667.00",,,,,,,,,,,"$2,872.00"
4,105250004,Montessori Regional CS,Erie,"$6,703,474.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,113.00",,,,,,,"$72,210.00",,,,,,"$1,758.00",,,,"$6,345,749.00",,,,"$101,888.00",,,,,"$135,435.00",,"$44,321.00"
4,105250001,Perseus House CS of Excellence,Erie,"$9,767,726.53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,807.55",,,,,,,,,,"$18,090.00",,,"$39,755.00",,,,"$8,197,320.62",,,,,,,,,"$2,100.00",,"$1,507,653.36"
4,105252920,Robert Benjamin Wiley Community CS,Erie,"$7,844,675.46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,986.87",,,,,,"$309,585.22","$123,003.74",,,,,,$300.00,,,,"$6,354,819.23",,,,,,,,,,,"$1,045,980.40"
4,111440001,New Day CS,Huntingdon,"$2,566,072.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,708.92",,,,,,"$65,664.38",,,,,,,,,,,"$2,493,479.64",,,,,,,,,,,"$5,220.03"
4,111315438,Stone Valley Community CS,Huntingdon,"$1,150,216.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$165.61,"$10,809.98",,,,,,"$14,364.08",,,,,,"$15,027.00",,,,"$1,106,554.26",,,,,,,,,,,"$3,295.12"
4,119350001,Fell CS,Lackawanna,"$1,916,945.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,905,602.00",,,,,,,,,,,"$11,343.00"
4,119355028,Howard Gardner Multiple Intelligence CS,Lackawanna,"$3,895,476.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,285.95","$14,268.32","$14,262.84",,,,,,"$38,587.00",,,,,,"$13,441.82",,,"$3,812,103.14",,,,,,,,$527.00,,,
4,113362940,La Academia Partnership CS,Lancaster,"$4,461,595.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$75,551.00",,,,,,"$100,104.00",,,,"$4,285,445.00",,,,,,,,,,,$495.00
4,121395927,Arts Academy CS,Lehigh,"$4,884,365.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$14,837.39",,,,,"$77,044.04",,,,,,"$27,407.24",,,,"$4,764,026.32",,,,,,,,,,,"$1,050.33"
4,121399898,Arts Academy Elementary CS,Lehigh,"$5,765,786.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,240.57",,$14.60,,,,,"$69,042.23",,,,,,,,,,"$5,690,550.93",,,,,,,,,,,"$3,938.34"
4,121394017,Circle of Seasons CS,Lehigh,"$6,981,350.89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$260.22,,,,,,,,,,,"$58,856.03",,,,"$6,921,325.32",,,,,,,,,,,$909.32
4,121398065,Executive Education Academy CS,Lehigh,"$17,627,382.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,758.00",,"$7,418.00",,,,,"$152,051.00",,,,,,"$10,854.00",,$250.00,,"$17,427,968.00",,,,,,,,,"$9,822.00",,"$9,261.00"
4,121395526,Innovative Arts Academy CS,Lehigh,"$7,519,390.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$201,699.71",,,,,,,,,,"$7,317,444.50",,,,,,,,,,,$246.57
4,175390169,Lincoln Leadership Academy CS,Lehigh,"$11,679,607.65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$111,332.55",,"$26,441.06",,,,,,,,,,,"$1,110.51",,,,"$11,516,851.61",,,,,,,,,"$23,722.20",,$149.72
4,121393330,Roberto Clemente CS,Lehigh,"$7,825,878.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$849.00,,$130.00,,,,,,,,,,,$590.00,,,,"$7,809,370.00",,,,,,,,,,,"$14,939.00"
4,188392660,Seven Generations CS,Lehigh,"$5,043,790.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$10.00,,,,,,,,,,,,,"$28,115.00",,,,"$5,010,894.00",,,,,,,,,,,"$4,771.00"
4,118400001,Bear Creek Community CS,Luzerne,"$6,865,711.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,302.04",,,,,,,,,,"$6,975.00",,,,,,,"$6,822,482.99",,,,,,,,,,,"$29,951.18"
4,104432830,Keystone Education Center CS,Mercer,"$3,656,374.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,391.94",,,,,,,"$61,925.68",,"$21,405.00",,,,$50.00,,,,"$3,571,415.15",,,,,,,,,,,$186.50
4,120450003,Evergreen Community CS,Monroe,"$1,741,154.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$66.00,"$1,242.00","$10,045.00",,,,,"$6,170.00",,,,,,"$40,500.00",,,,"$1,672,402.00",,,,,,,,,,,"$10,729.00"
4,126510020,Agora Cyber CS,Montgomery,"$118,564,919.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,921.00",,,,,,,"$1,605,945.00",,,,,,,,,,"$116,904,582.00",,,,,,,,,,,"$52,471.00"
4,123460001,Pennsylvania Virtual CS,Montgomery,"$44,555,186.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,756.91",,-$125.00,,,,,"$384,750.96",,,,,,$229.00,,,,"$44,139,976.20",,,,,,,,,"$7,740.39",,"$15,857.81"
4,123463370,Souderton CS Collaborative,Montgomery,"$3,947,810.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,383.00",,,,,,,"$39,236.00",,,,,,"$42,840.00",,,,"$3,859,909.00",,,,,,,,,,,"$3,442.00"
4,120486892,Easton Arts Academy Elementary CS,Northampton,"$4,993,439.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$114.00,,,,,,,,,,,$650.00,,,,"$4,983,258.00",,,$390.00,,,,,,,,"$9,027.00"
4,120480002,Lehigh Valley Academy Regional CS,Northampton,"$27,390,691.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$14,870.00",,"$20,884.00",,,,"$1,050.00","$258,553.00",,,,,,"$4,279.00",,"$1,325.00",,"$27,080,712.00",,,,,$975.00,,,,"$6,810.00",,"$1,233.00"
4,120483170,Lehigh Valley Charter High School for the Arts,Northampton,"$9,517,952.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$255.00,$370.73,"$36,780.64",,,"$10,000.00",,"$58,350.41",,,,,"$4,960.00","$20,768.13",,$440.00,,"$9,342,828.43",,,"$4,776.26",,,,,,"$6,420.00",,"$32,002.52"
4,139481451,Lehigh Valley Dual Language CS,Northampton,"$5,675,550.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,732.00",,"$4,847.00",,,,,"$27,163.00",,,,,"$12,025.00",,,,,"$5,619,589.00",,,,,,,,,"$1,193.00",,$1.00
4,126510015,Ad Prima CS,Philadelphia,"$9,539,495.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$954.00,,"$47,357.00",,,,,,,,,,,"$100,572.00",,,,"$9,382,432.00",,,,,,,,,,,"$8,180.00"
4,126512990,Alliance for Progress CS,Philadelphia,"$7,646,906.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,274.00",,"$8,570.00",,,,,,,,,,,$35.00,,,,"$7,466,389.00",,,,,,,,,,,"$167,638.00"
4,104510394,Antonia Pantoja Community CS,Philadelphia,"$11,604,418.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,907.00",,"$310,904.00",,,,,,,,,,,"$40,500.00",,,,"$11,249,481.00",,,,,,,,,"$1,626.00",,
4,181519176,ASPIRA Bilingual Cyber CS,Philadelphia,"$9,342,234.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,934.00",,"$2,109.00",,,,,,,,,,,"$30,029.00",,,,"$9,307,675.00",,,,,,,,,$487.00,,
4,126510010,Belmont CS,Philadelphia,"$15,355,744.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,402.00",,,,,,,,,,,,,,,"$15,330,592.00",,,,,,,,,,,"$11,750.00"
4,185515523,Boys Latin of Philadelphia CS,Philadelphia,"$13,300,760.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,742.00",,"$8,135.00",,,,,,,,,,,"$1,131,346.00",,,,"$12,151,487.00",,,,,,,,,,,"$3,050.00"
4,126513160,Christopher Columbus CS,Philadelphia,"$12,309,228.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$15,228.98",,,,,,,,,,,,,,,,,"$12,292,351.79",,,,,,,,,,,"$1,647.50"
4,126512840,Community Academy of Philadelphia CS,Philadelphia,"$19,542,522.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$19,354.00",,"$101,187.00",,,,,"$279,324.00",,,,,"$183,527.00","$11,453.00",,,,"$18,922,549.00",,,,,,,,,,,"$25,128.00"
4,126516724,Deep Roots CS,Philadelphia,"$5,831,799.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,379.00",,,,,,,,,,,"$408,096.00",,,,"$5,410,818.00",,,,,,,,,,,$506.00
4,126510011,Discovery CS,Philadelphia,"$8,680,203.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,163.00",,,,,,,"$65,966.00",,,,,$310.00,"$4,360.00",,,,"$8,600,822.00",,,,,,,,,,,"$7,582.00"
4,126513440,Esperanza Academy CS,Philadelphia,"$23,883,302.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$626.00,,,,,,,,,"$184,444.00",,,,,,,"$23,695,312.00",,,,,,,,,,,"$2,920.00"
4,126511563,Esperanza Cyber CS,Philadelphia,"$11,708,395.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,270.00",,,,,,,"$110,287.00",,,"$89,974.00","$74,012.00",,"$20,968.00",,,,"$11,398,476.00",,,,,,,,,"$1,350.00",,"$4,058.00"
4,126513100,Eugenio Maria De Hostos CS,Philadelphia,"$8,285,881.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,631.00",,,,,,,,,,,,,"$44,500.00",,,,"$8,236,279.00",,,,,,,,,"$3,471.00",,
4,100510000,First Philadelphia Preparatory CS,Philadelphia,"$27,504,760.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,008.00",,,,,,,"$368,997.00",,,,"$202,557.00",,,,,,"$26,899,380.00",,,,,,,,"$6,384.00","$11,516.00",,"$14,918.00"
4,126510021,Folk Arts-Cultural Treasures CS,Philadelphia,"$6,936,387.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$27,526.00",,,,,,,"$88,642.00",,,,,"$6,000.00","$177,384.00",,,,"$6,613,260.00",,,,,,,,,,,"$23,575.00"
4,147513703,Franklin Towne Charter Elementary School,Philadelphia,"$13,367,061.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,962.00",,,,,,,,,,,,,,,,,"$13,281,927.00",,,,,,,,,,,"$75,172.00"
4,126513450,Franklin Towne CHS,Philadelphia,"$17,152,887.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$864.00,,,,,,,,,,,,,,,,,"$16,157,092.00",,,,,,,,,,,"$994,931.00"
4,126518547,Frederick Douglass Mastery CS,Philadelphia,"$10,648,717.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$18,274.00",,"$1,356.00",,,,,,,,,,,"$11,353.00",,,,"$10,335,155.00",,,,,,,,,"$90,566.00",,"$192,013.00"
4,126513270,Freire CS,Philadelphia,"$15,370,856.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$732.00,,,,,,,,,,,,,"$53,400.00",,,,"$15,271,100.00",,,,,,,,,,,"$45,624.00"
4,126513380,Global Leadership Academy CS,Philadelphia,"$10,136,263.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,116.00",,"$1,230.00",,,,,"$90,703.00",,,,,"$1,250.00",$70.00,,,,"$9,310,194.00",,,,,,,,,"$730,700.00",,
4,126518004,Global Leadership Academy CS Southwest at Huey,Philadelphia,"$8,588,935.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$182.00,,,,,,,,,,,,,,,,,"$8,464,166.00",,,,,,,,,"$122,400.00",,"$2,187.00"
4,126510005,Green Woods CS,Philadelphia,"$9,286,020.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,474.00",$439.00,,,,,,,,,,"$8,400.00",,"$107,523.00",,,,"$9,154,047.00",,,,,,,,,"$13,137.00",,
4,126512850,Harambee Institute of Science and Technology CS,Philadelphia,"$7,103,110.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$197.00,,,,,,,"$62,874.00",,,,,,"$30,175.00",,,,"$7,005,684.00",,,,,,,,,,,"$4,180.00"
4,126512980,Imhotep Institute CHS,Philadelphia,"$9,153,073.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$612.00,$260.00,"$36,979.00",,,,,,,,,"$935,800.00",,,,,,"$8,131,777.00",,,,,,,,,,,"$47,645.00"
4,126513510,Independence CS,Philadelphia,"$12,151,843.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,444.00",,,,,,,"$144,300.00",,,,"$19,632.00",,"$45,294.00",,,,"$11,616,924.00",,,,,,"$275,000.00",,,"$31,363.00",$40.00,"$5,846.00"
4,126512039,Independence CS West,Philadelphia,"$11,156,938.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$823.00,,,,,,,"$137,085.00",,,,"$18,756.00",,$394.00,,,,"$10,976,494.00",,,,,,,,,"$12,520.00",,"$10,866.00"
